seed,update,parameter_id,parameter_name,shape,selection,paired_diagonal_budget,paired_cross_budget,raw_l2_improvement,correction_budget,update_cosine_gain,update_l2_reduction
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.001,0.001,2.130866050720215e-06,0.001,1.7881393432617188e-07,-1.2516975402832031e-06
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.0025,0.001,3.293156623840332e-06,0.0025,-0.00010949373245239258,-0.00012189149856567383
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.0025,0.001,2.130866050720215e-06,0.001,1.7881393432617188e-07,-1.2516975402832031e-06
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.005,0.0025,5.736947059631348e-06,0.005,-0.00022125244140625,-0.0002459287643432617
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.005,0.0025,4.976987838745117e-06,0.0025,-2.384185791015625e-07,-4.112720489501953e-06
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.01,0.01,1.1354684829711914e-05,0.01,1.4960765838623047e-05,7.450580596923828e-06
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.01,0.01,1.309812068939209e-05,0.01,-2.0563602447509766e-05,-4.011392593383789e-05
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.02,0.02,3.869831562042236e-05,0.02,0.0007672905921936035,0.0008370876312255859
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.02,0.02,3.956258296966553e-05,0.02,2.384185791015625e-07,-2.7835369110107422e-05
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.05,0.02,0.00011485815048217773,0.05,0.0006719827651977539,0.0007208585739135742
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.05,0.02,3.956258296966553e-05,0.02,2.384185791015625e-07,-2.7835369110107422e-05
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.0025,0.001,0.0,0.0025,0.0,0.0
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.0025,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.005,0.001,0.0,0.005,0.0,0.0
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.005,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.01,0.001,0.0,0.01,0.0,0.0
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.01,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.02,0.001,0.0,0.02,0.0,0.0
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.02,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.05,0.001,0.0,0.05,0.0,0.0
0,512,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",cross,0.05,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.0025,0.001,0.0,0.0025,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.0025,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.005,0.001,0.0,0.005,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.005,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.01,0.001,0.0,0.01,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.01,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.02,0.001,0.0,0.02,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.02,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",diagonal,0.05,0.001,0.0,0.05,0.0,0.0
0,512,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",cross,0.05,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",cross,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.0025,0.001,0.0,0.0025,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",cross,0.0025,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.005,0.001,0.0,0.005,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",cross,0.005,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.01,0.001,0.0,0.01,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",cross,0.01,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.02,0.001,0.0,0.02,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",cross,0.02,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",diagonal,0.05,0.001,0.0,0.05,0.0,0.0
0,512,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",cross,0.05,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",diagonal,0.001,0.001,1.8998980522155762e-07,0.001,-2.7239322662353516e-05,-3.141164779663086e-05
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",cross,0.001,0.001,4.172325134277344e-07,0.001,2.2649765014648438e-06,1.6689300537109375e-06
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",diagonal,0.0025,0.001,4.0978193283081055e-07,0.0025,-7.05718994140625e-05,-7.94529914855957e-05
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",cross,0.0025,0.001,4.172325134277344e-07,0.001,2.2649765014648438e-06,1.6689300537109375e-06
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",diagonal,0.005,0.001,5.960464477539062e-07,0.005,-0.00014823675155639648,-0.00016683340072631836
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",cross,0.005,0.001,4.172325134277344e-07,0.001,2.2649765014648438e-06,1.6689300537109375e-06
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",diagonal,0.01,0.005,1.9855797290802e-06,0.01,3.325939178466797e-05,3.975629806518555e-05
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",cross,0.01,0.005,1.6801059246063232e-06,0.005,1.0251998901367188e-05,7.987022399902344e-06
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",diagonal,0.02,0.02,7.2196125984191895e-06,0.02,0.0008721351623535156,0.0008984804153442383
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",cross,0.02,0.02,7.517635822296143e-06,0.02,1.2695789337158203e-05,9.47713851928711e-06
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",diagonal,0.05,0.02,1.5988945960998535e-05,0.05,0.002035975456237793,0.0020617246627807617
0,512,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",cross,0.05,0.02,7.517635822296143e-06,0.02,1.2695789337158203e-05,9.47713851928711e-06
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",diagonal,0.001,0.001,1.0579824447631836e-06,0.001,-5.322694778442383e-05,-5.6743621826171875e-05
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",cross,0.001,0.001,1.7434358596801758e-06,0.001,5.602836608886719e-06,9.47713851928711e-06
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",diagonal,0.0025,0.001,2.3543834686279297e-06,0.0025,-0.00013685226440429688,-0.00014418363571166992
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",cross,0.0025,0.001,1.7434358596801758e-06,0.001,5.602836608886719e-06,9.47713851928711e-06
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",diagonal,0.005,0.0025,3.6656856536865234e-06,0.005,-0.0002853870391845703,-0.0003001093864440918
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",cross,0.005,0.0025,3.993511199951172e-06,0.0025,1.2814998626708984e-05,2.276897430419922e-05
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",diagonal,0.01,0.005,7.674098014831543e-06,0.01,-0.00014275312423706055,-0.00012612342834472656
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",cross,0.01,0.005,6.8694353103637695e-06,0.005,1.901388168334961e-05,4.017353057861328e-05
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",diagonal,0.02,0.02,2.9087066650390625e-05,0.02,0.0009275078773498535,0.0009995698928833008
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",cross,0.02,0.02,2.969801425933838e-05,0.02,8.344650268554688e-05,0.00010150671005249023
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",diagonal,0.05,0.02,7.544457912445068e-05,0.05,-0.00046581029891967773,-0.0004557371139526367
0,512,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",cross,0.05,0.02,2.969801425933838e-05,0.02,8.344650268554688e-05,0.00010150671005249023
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",diagonal,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",cross,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",diagonal,0.0025,0.001,0.0,0.0025,0.0,0.0
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",cross,0.0025,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",diagonal,0.005,0.001,0.0,0.005,0.0,0.0
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",cross,0.005,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",diagonal,0.01,0.001,0.0,0.01,0.0,0.0
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",cross,0.01,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",diagonal,0.02,0.001,0.0,0.02,0.0,0.0
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",cross,0.02,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",diagonal,0.05,0.001,0.0,0.05,0.0,0.0
0,512,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",cross,0.05,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",diagonal,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",cross,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",diagonal,0.0025,0.001,0.0,0.0025,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",cross,0.0025,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",diagonal,0.005,0.001,0.0,0.005,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",cross,0.005,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",diagonal,0.01,0.001,0.0,0.01,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",cross,0.01,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",diagonal,0.02,0.001,0.0,0.02,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",cross,0.02,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",diagonal,0.05,0.001,0.0,0.05,0.0,0.0
0,512,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",cross,0.05,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",diagonal,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",cross,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",diagonal,0.0025,0.001,0.0,0.0025,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",cross,0.0025,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",diagonal,0.005,0.001,0.0,0.005,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",cross,0.005,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",diagonal,0.01,0.001,0.0,0.01,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",cross,0.01,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",diagonal,0.02,0.001,0.0,0.02,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",cross,0.02,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",diagonal,0.05,0.001,0.0,0.05,0.0,0.0
0,512,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",cross,0.05,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",diagonal,0.001,0.001,2.123415470123291e-07,0.001,4.839897155761719e-05,5.137920379638672e-05
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",cross,0.001,0.001,4.1350722312927246e-07,0.001,0.0,0.0
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",diagonal,0.0025,0.001,3.725290298461914e-07,0.0025,0.00011831521987915039,0.00012546777725219727
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",cross,0.0025,0.001,4.1350722312927246e-07,0.001,0.0,0.0
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",diagonal,0.005,0.001,5.662441253662109e-07,0.005,0.00022923946380615234,0.0002435445785522461
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",cross,0.005,0.001,4.1350722312927246e-07,0.001,0.0,0.0
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",diagonal,0.01,0.005,1.5981495380401611e-06,0.01,0.0007756948471069336,0.0008304119110107422
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",cross,0.01,0.005,1.6801059246063232e-06,0.005,1.1920928955078125e-07,7.748603820800781e-07
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",diagonal,0.02,0.02,6.292015314102173e-06,0.02,0.0023224949836730957,0.002497732639312744
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",cross,0.02,0.02,7.286667823791504e-06,0.02,4.76837158203125e-07,1.5497207641601562e-06
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",diagonal,0.05,0.02,1.6026198863983154e-05,0.05,0.004011094570159912,0.004171848297119141
0,512,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",cross,0.05,0.02,7.286667823791504e-06,0.02,4.76837158203125e-07,1.5497207641601562e-06
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",diagonal,0.001,0.001,8.791685104370117e-07,0.001,2.849102020263672e-05,3.0040740966796875e-05
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",cross,0.001,0.001,1.3783574104309082e-06,0.001,1.5497207641601562e-06,2.2649765014648438e-06
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",diagonal,0.0025,0.001,2.0712614059448242e-06,0.0025,7.295608520507812e-05,7.510185241699219e-05
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",cross,0.0025,0.001,1.3783574104309082e-06,0.001,1.5497207641601562e-06,2.2649765014648438e-06
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",diagonal,0.005,0.0025,3.3974647521972656e-06,0.005,0.00014913082122802734,0.0001552104949951172
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",cross,0.005,0.0025,3.077089786529541e-06,0.0025,2.4437904357910156e-06,2.2649765014648438e-06
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",diagonal,0.01,0.01,6.973743438720703e-06,0.01,0.0005581378936767578,0.0006158351898193359
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",cross,0.01,0.01,7.659196853637695e-06,0.01,-1.3232231140136719e-05,-1.7523765563964844e-05
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",diagonal,0.02,0.02,2.4646520614624023e-05,0.02,0.0012031793594360352,0.0013496875762939453
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",cross,0.02,0.02,2.8088688850402832e-05,0.02,0.00011879205703735352,0.00013148784637451172
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",diagonal,0.05,0.02,6.043165922164917e-05,0.05,0.0011293888092041016,0.001375436782836914
0,512,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",cross,0.05,0.02,2.8088688850402832e-05,0.02,0.00011879205703735352,0.00013148784637451172
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",diagonal,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",cross,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",diagonal,0.0025,0.001,0.0,0.0025,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",cross,0.0025,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",diagonal,0.005,0.001,0.0,0.005,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",cross,0.005,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",diagonal,0.01,0.001,0.0,0.01,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",cross,0.01,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",diagonal,0.02,0.001,0.0,0.02,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",cross,0.02,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",diagonal,0.05,0.001,0.0,0.05,0.0,0.0
0,512,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",cross,0.05,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",diagonal,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",cross,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",diagonal,0.0025,0.001,0.0,0.0025,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",cross,0.0025,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",diagonal,0.005,0.001,0.0,0.005,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",cross,0.005,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",diagonal,0.01,0.001,0.0,0.01,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",cross,0.01,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",diagonal,0.02,0.001,0.0,0.02,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",cross,0.02,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",diagonal,0.05,0.001,0.0,0.05,0.0,0.0
0,512,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",cross,0.05,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",diagonal,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",cross,0.001,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",diagonal,0.0025,0.001,0.0,0.0025,0.0,0.0
0,512,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",cross,0.0025,0.001,0.0,0.001,0.0,0.0
0,512,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",diagonal,0.005,0.001,0.0,0.005,0.0,0.0
0,512,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",cross,0.005,0.001,0.0,0.001,0.0,0.0
