seed,update,parameter_id,parameter_name,shape,rank,spectral_gap_at_k,condition_proxy,fraction_of_exact_gain,update_cosine
0,1024,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",8,0.0018715262413024902,109.72626495361328,0.9972841295628665,0.6932982206344604
0,1024,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",16,0.0019451938569545746,105.57075500488281,1.003579636649972,0.7560034990310669
0,1024,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",1,0.010911155492067337,5.340693950653076,0.9994505187001714,0.9001510739326477
0,1024,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",2,0.007436443120241165,7.836158275604248,1.0000168645439826,0.9061141610145569
0,1024,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",4,0.002206265926361084,26.412565231323242,1.0011690365428103,0.9156496524810791
0,1024,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",8,0.001183951273560524,49.219207763671875,1.0004003189893607,0.9261272549629211
0,1024,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",16,0.00031605735421180725,184.37521362304688,0.9948753691153579,0.9398308992385864
0,1024,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",1,0.009917832911014557,5.451016902923584,0.9996083908781181,0.8963572382926941
0,1024,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",2,0.006112281233072281,8.844860076904297,1.0012097899928654,0.902618944644928
0,1024,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",4,0.0022919215261936188,23.588186264038086,0.9999628963596382,0.9113242030143738
0,1024,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",8,0.0005050674080848694,107.03971862792969,1.0005292895610867,0.9232836365699768
0,1024,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",16,0.0005484838038682938,98.56676483154297,1.0059360265933992,0.9384899735450745
0,1024,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",1,0.12688744068145752,2.008549928665161,1.000015695186914,0.9140939116477966
0,1024,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",2,0.03154468536376953,8.079324722290039,0.9997351549799997,0.9212048649787903
0,1024,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",4,0.0013824254274368286,184.35696411132812,0.9994492793276297,0.9290710091590881
0,1024,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",8,0.002304553985595703,110.58961486816406,1.0018493104151098,0.9390525817871094
0,1024,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",16,0.0012170784175395966,209.40289306640625,0.9968679722564793,0.9516202807426453
0,1024,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",1,0.019208796322345734,4.66090202331543,1.000002672382001,0.552367627620697
0,1024,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",2,0.013914238661527634,6.434438705444336,1.0,0.5719276070594788
0,1024,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",4,0.0009888894855976105,90.53622436523438,1.0003313539995804,0.6117659211158752
0,1024,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",8,0.0011333543807268143,78.9958724975586,1.0025202130906894,0.6635833382606506
0,1024,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",16,0.0003505237400531769,255.418701171875,0.9987386257056216,0.738538920879364
0,1024,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",1,0.02731935679912567,6.894957542419434,1.0000327892401328,0.5758852362632751
0,1024,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",2,0.055707305669784546,3.3813483715057373,1.0,0.6088007688522339
0,1024,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",4,0.01031811535358429,18.255834579467773,1.0000656766925662,0.6448074579238892
0,1024,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",8,0.00522250309586525,36.06810760498047,0.998705101569853,0.6856438517570496
0,1024,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",16,0.0020590536296367645,91.48173522949219,0.9994517986758331,0.7581974267959595
0,1024,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",1,0.01980629563331604,3.89042592048645,0.9999639681839064,0.8725011348724365
0,1024,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",2,0.008668571710586548,8.888998985290527,0.9994867363818977,0.8820180892944336
0,1024,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",4,0.005175426602363586,14.8886137008667,0.9989676574188944,0.8993375301361084
0,1024,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",8,0.0011003948748111725,70.02479553222656,1.0048161965814593,0.9146066904067993
0,1024,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",16,3.215111792087555e-05,2396.6484375,1.0066439748997316,0.9319179654121399
0,1024,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",1,0.019943516701459885,3.8584680557250977,1.0002280064936249,0.8698920607566833
0,1024,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",2,0.008565623313188553,8.983750343322754,1.0003032859463568,0.880458414554596
0,1024,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",4,0.0036297179758548737,21.20038604736328,0.999944201249892,0.8964677453041077
0,1024,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",8,9.283237159252167e-05,828.9287719726562,0.9951509314713938,0.9126271605491638
0,1024,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",16,0.00031406059861183167,245.02093505859375,0.9953810684292652,0.931034505367279
0,1024,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",1,0.227911576628685,1.6262584924697876,1.0000025715997665,0.8960747122764587
0,1024,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",2,0.03817959874868393,9.707884788513184,1.0000984801578197,0.9066171646118164
0,1024,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",4,0.01152849942445755,32.15016174316406,0.9998551437187334,0.9196590185165405
0,1024,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",8,0.003542475402355194,104.62828826904297,1.0000534901235836,0.9332963228225708
0,1024,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",16,0.0020183436572551727,183.6372833251953,1.0021796338431783,0.9489822387695312
0,2048,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,0.06422050297260284,3.4087281227111816,0.9999985260976519,0.6300936937332153
0,2048,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,0.045069172978401184,4.857205390930176,0.9999995357614556,0.6776059865951538
0,2048,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,0.018285810947418213,11.971590042114258,1.0000710446300454,0.7363184094429016
0,2048,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,0.0009246543049812317,236.74818420410156,0.9996433644557453,0.7849506735801697
0,2048,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,0.0005941707640886307,368.4298400878906,0.9983761621691918,0.8342863321304321
0,2048,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",1,0.027803391218185425,17.333215713500977,1.0,0.5423375964164734
0,2048,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",2,0.21525216102600098,2.238872766494751,1.0000014690777497,0.6188757419586182
0,2048,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",4,0.06774857640266418,7.113391876220703,0.9999975525179924,0.691984236240387
0,2048,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",8,0.00978696346282959,49.24123764038086,1.0001052043714467,0.7589355707168579
0,2048,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",16,0.001156497746706009,416.7082824707031,0.9977769370527179,0.8256223201751709
0,2048,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",1,0.07463546842336655,2.333954095840454,1.0,0.9484916925430298
0,2048,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",2,0.03204766660928726,5.435520648956299,0.9999216807753156,0.9551483392715454
0,2048,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",4,0.00821750983595848,21.198118209838867,1.0001573630557603,0.9595779180526733
0,2048,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",8,0.0015593953430652618,111.70724487304688,0.9986711735609012,0.9638574123382568
0,2048,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",16,0.00029850006103515625,583.5702514648438,1.0008251872540308,0.9689245820045471
0,2048,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",1,0.06764297932386398,2.492671251296997,0.9999893581359711,0.9467020630836487
0,2048,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",2,0.03398360311985016,4.9615607261657715,1.000002033297276,0.9536128044128418
0,2048,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",4,0.00880327820777893,19.15328598022461,1.0000297453448534,0.9583646059036255
0,2048,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",8,0.0004959329962730408,339.9888916015625,0.9994307105767074,0.9622829556465149
0,2048,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",16,0.0006828494369983673,246.92369079589844,0.9973700264908074,0.9678563475608826
0,2048,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",1,0.14971409738063812,2.5168981552124023,1.0,0.9119564294815063
0,2048,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",2,0.03459063172340393,10.893560409545898,1.0002359493990722,0.9220004677772522
0,2048,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",4,0.01895482838153839,19.879638671875,1.0001849288584286,0.9324635863304138
0,2048,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",8,0.0014151707291603088,266.268310546875,1.0017299141274782,0.9416484236717224
0,2048,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",16,0.002748437225818634,137.10159301757812,0.9963871953216987,0.9533634781837463
0,2048,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",1,0.11923090368509293,1.7838480472564697,1.0000007275304053,0.6414996385574341
0,2048,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",2,0.015545643866062164,13.681634902954102,1.0000015503323136,0.6749114990234375
0,2048,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",4,0.00909515842795372,23.38494873046875,0.9998922479456513,0.7199727296829224
0,2048,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",8,0.0015214532613754272,139.79385375976562,1.000782598196779,0.7636188268661499
0,2048,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",16,0.0006228052079677582,341.5029602050781,1.0024601703987763,0.8146390914916992
0,2048,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",1,0.39476174116134644,1.4936391115188599,1.0,0.6188866496086121
0,2048,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",2,0.04848097264766693,12.16212272644043,1.000100233656715,0.6506479382514954
0,2048,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",4,0.014934644103050232,39.48078918457031,0.9994003727202918,0.6914042234420776
0,2048,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",8,0.0031944364309310913,184.58078002929688,0.9997406620012762,0.7432993650436401
0,2048,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",16,0.002567790448665619,229.62603759765625,0.998350396020972,0.8099384307861328
0,2048,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",1,0.04893343895673752,3.137267827987671,1.0,0.9278891682624817
0,2048,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",2,0.05706792324781418,2.690080404281616,1.0,0.9411792755126953
0,2048,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",4,0.005131639540195465,29.91584014892578,1.0002923419461098,0.9464617371559143
0,2048,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",8,0.0005874950438737869,261.3082580566406,0.9996598615683178,0.9519293904304504
0,2048,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",16,0.00013803131878376007,1112.19189453125,0.9998653870678469,0.9596602916717529
0,2048,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",1,0.053657084703445435,2.877458095550537,0.9999910200343035,0.9252254962921143
0,2048,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",2,0.05323569476604462,2.9002346992492676,0.999995588734805,0.9392112493515015
0,2048,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",4,0.004216182976961136,36.61985397338867,0.9998902711850841,0.9448425769805908
0,2048,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",8,0.0016625672578811646,92.86602783203125,1.0003433437099432,0.9507737159729004
0,2048,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",16,0.0002418309450149536,638.446044921875,1.0010617940357285,0.9589171409606934
0,2048,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",1,0.07352888584136963,4.467188835144043,1.0,0.8936638832092285
0,2048,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",2,0.07864715158939362,4.176469326019287,0.9999964011559487,0.9075561165809631
0,2048,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",4,0.011867962777614594,27.676816940307617,1.0004272318922691,0.9197931885719299
0,2048,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",8,0.0055435821413993835,59.25183868408203,0.9979182124384138,0.9301470518112183
0,2048,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",16,0.0029419586062431335,111.64923858642578,1.000622054413918,0.945957362651825
0,2048,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1,0.32834917306900024,1.3130314350128174,1.0000018894930018,0.7495094537734985
0,2048,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",2,0.015420377254486084,27.958641052246094,0.9999500525777895,0.761902928352356
0,2048,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",4,0.0026071518659591675,165.3654327392578,0.9998472453766526,0.7908093929290771
0,2048,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",8,0.002528112381696701,170.53546142578125,0.9989385600914775,0.8251734972000122
0,2048,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",16,0.0007829926908016205,550.6217041015625,0.9990081155258781,0.8625019788742065
0,2048,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",1,0.5942314863204956,1.2369827032089233,1.0,0.6757106184959412
0,2048,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",2,0.013398230075836182,54.862030029296875,1.0001812503167316,0.688977837562561
0,2048,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",4,0.013605363667011261,54.02678680419922,0.9998009263196175,0.710469663143158
0,2048,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",8,0.005665093660354614,129.75144958496094,0.9985135231521136,0.7469801902770996
0,2048,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",16,0.0013787709176540375,533.1226806640625,1.0009994578155577,0.7881718277931213
0,2048,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",1,0.058026548475027084,1.9502298831939697,0.9999934539765456,0.9218806028366089
0,2048,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",2,0.007685445249080658,14.724600791931152,0.9992847131858241,0.9262359738349915
0,2048,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",4,0.0016983859241008759,66.63097381591797,1.0002744647425459,0.9327781200408936
0,2048,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",8,0.00232112780213356,48.754364013671875,1.0026580204799316,0.9422299265861511
0,2048,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",16,0.0005109868943691254,221.4638214111328,1.001289517521871,0.9523584842681885
0,2048,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",1,0.058778759092092514,1.904369831085205,0.9999903689958715,0.9198581576347351
0,2048,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",2,0.007265198975801468,15.407217025756836,0.9998447297391718,0.9243208765983582
0,2048,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",4,0.0014201290905475616,78.82135009765625,1.000407624032677,0.929817259311676
0,2048,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",8,0.0010943599045276642,102.28490447998047,1.000852062788268,0.9387487769126892
0,2048,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",16,0.00035931169986724854,311.53033447265625,1.0012365717967462,0.9494564533233643
0,2048,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",1,0.03326047956943512,5.057811737060547,1.0006090331801276,0.9244634509086609
0,2048,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",2,0.03272704780101776,5.140251159667969,0.999171441526856,0.9315664172172546
0,2048,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",4,0.004751145839691162,35.40729904174805,1.0002276033938835,0.937812089920044
0,2048,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",8,0.0022039413452148438,76.32927703857422,0.9995750640020598,0.9455810785293579
0,2048,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",16,0.0014971084892749786,112.36676788330078,0.9999828392600288,0.9553247094154358
0,2048,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",1,0.14304867386817932,1.5500550270080566,1.0,0.6857905983924866
0,2048,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",2,0.013088442385196686,16.94115447998047,0.9999124459846123,0.6990111470222473
0,2048,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",4,0.006600476801395416,33.593528747558594,1.0014435366945083,0.725098729133606
0,2048,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",8,0.004148121923208237,53.45390701293945,0.9995403807382922,0.7597389817237854
0,2048,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",16,0.001222686842083931,181.34922790527344,0.9951836814199921,0.8160150647163391
0,2048,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",1,0.3004681468009949,1.3661253452301025,1.0,0.6675460934638977
0,2048,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",2,0.014255575835704803,28.794147491455078,1.0016077853072982,0.6850447058677673
0,2048,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",4,0.008580170571804047,47.8402099609375,1.001420844882884,0.7032908797264099
0,2048,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",8,0.002376984804868698,172.68817138671875,1.0015277115637748,0.737145185470581
0,2048,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",16,0.001964908093214035,208.9040069580078,0.9999143824339098,0.7891384363174438
0,2048,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",1,0.014684543013572693,4.556840896606445,1.0020300608222144,0.9252750277519226
0,2048,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",2,0.006213776767253876,10.76883316040039,0.9989937548914692,0.9289568662643433
0,2048,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",4,0.005105745047330856,13.105849266052246,1.0003956929002888,0.9348011016845703
0,2048,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",8,0.0018611103296279907,35.954410552978516,0.9990454412697056,0.9428505301475525
0,2048,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",16,0.00029803812503814697,224.5186767578125,1.0040440155216575,0.9528898000717163
0,2048,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",1,0.015218708664178848,4.320186138153076,1.0009871320289088,0.9235498309135437
0,2048,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",2,0.0054909586906433105,11.97380256652832,0.9984905759437182,0.9275413751602173
0,2048,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",4,0.0030602626502513885,21.484317779541016,0.9991633226650204,0.9331358671188354
0,2048,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",8,0.0007810927927494049,84.17393493652344,0.9985773078007507,0.9414826035499573
0,2048,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",16,0.0003291666507720947,199.73973083496094,0.9980338978199343,0.9517247080802917
0,2048,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",1,0.022890552878379822,6.595063209533691,0.9988916808379231,0.9329524636268616
0,2048,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",2,0.03907770663499832,3.8631911277770996,1.0,0.9410045742988586
0,2048,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",4,0.006330437958240509,23.84742546081543,1.0001957895914524,0.9450981616973877
0,2048,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",8,0.0027973204851150513,53.96759033203125,0.9952150005677118,0.9515148997306824
0,2048,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",16,0.0004864893853664398,310.3143615722656,1.0050476543147737,0.9592404961585999
0,2048,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",1,0.017930101603269577,4.476951599121094,1.0000036310359164,0.6029934883117676
0,2048,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",2,0.008622054010629654,9.310101509094238,1.000094360173949,0.6213329434394836
0,2048,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",4,0.0022310614585876465,35.979373931884766,1.0000717513468171,0.6507474780082703
0,2048,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",8,0.001883532851934433,42.617889404296875,1.0011329578156378,0.6931456923484802
0,2048,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",16,0.0009520426392555237,84.31575775146484,0.9944215465273565,0.7545098066329956
0,2048,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",1,0.058590441942214966,2.460453510284424,1.0000024127606082,0.636764407157898
0,2048,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",2,0.006311371922492981,22.841161727905273,1.000090389809426,0.6562454104423523
0,2048,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",4,0.012235485017299652,11.782047271728516,1.0002751599367132,0.6857308745384216
0,2048,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",8,0.003063611686229706,47.055267333984375,1.0033151755873528,0.7184180021286011
0,2048,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",16,0.0016198568046092987,88.99494171142578,0.9993648037447357,0.766979992389679
0,2048,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",1,0.005292676389217377,10.656209945678711,0.9998163762963833,0.9252711534500122
0,2048,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",2,0.008065987378358841,6.992308139801025,1.000673085364783,0.92938631772995
0,2048,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",4,0.0036391988396644592,15.497880935668945,1.0023955681988321,0.934316873550415
0,2048,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",8,0.0013310424983501434,42.372703552246094,0.9982951051817622,0.9427053332328796
0,2048,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",16,0.001167982816696167,48.28826904296875,1.00171512370372,0.9524569511413574
0,2048,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",1,0.011594835668802261,5.215338706970215,1.0005253277504385,0.9223629832267761
