seed,update,parameter_id,method,i,j,sigma_i,sigma_j,sigma_sum,spectral_gap,skew_error_abs,gap_proxy,sigma_sum_proxy,finite_k_orientation_proxy
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,273,316,0.00043528329115360975,0.00028350361390039325,0.000718786905054003,0.0001517796772532165,1.399223855214387e-05,6588.497340995684,2782.4658267108225,1943.4541405323625
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,274,354,0.00043298094533383846,0.00018977357831317931,0.0006227545090951025,0.00024320736702065915,5.1092124674191616e-05,4111.71755300922,3211.5382932707785,1949.775586894281
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,276,286,0.00042651279363781214,0.0003849314234685153,0.0008114442462101579,4.158137016929686e-05,2.7044374854683962e-05,24049.23156520674,2464.741208129074,1921.2401402742719
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,277,327,0.00042237096931785345,0.00025237398222088814,0.0006747449515387416,0.0001699969870969653,3.847704346388479e-05,5882.4571957243315,2964.0829404340743,1955.6782289906685
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,278,369,0.0004175124049652368,0.00015904380416031927,0.0005765561945736408,0.00025846861535683274,4.2669700898075494e-05,3868.9419019788897,3468.8725372211925,1958.6626390364036
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,280,309,0.0004087805573362857,0.0003021380107384175,0.0007109185680747032,0.0001066425465978682,5.578791376498759e-05,9377.12040740023,2813.2617289999384,1955.829275950984
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,281,354,0.0004037459730170667,0.00018977357831317931,0.0005935195367783308,0.0002139723947038874,7.795788510832303e-05,4673.500062397686,3369.728925555075,1970.4431824126884
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,283,300,0.00039534003008157015,0.0003346748708281666,0.0007300148718059063,6.0665159253403544e-05,2.5310712387736675e-05,16483.92606739751,2739.6701046891253,1954.3041139314273
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,284,348,0.00039286879473365843,0.00020360955386422575,0.0005964783485978842,0.0001892592408694327,1.5812662373388428e-05,5283.757851960772,3353.013574929104,1977.6444148636856
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,286,300,0.0003849314234685153,0.0003346748708281666,0.0007196062942966819,5.025655264034867e-05,1.2167555314708243e-05,19897.902809934203,2779.297535126107,1959.419544645091
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,287,351,0.0003798949474003166,0.00019543372036423534,0.0005753286532126367,0.00018446122703608125,4.954632542894672e-05,5421.193472839669,3476.273844950278,1986.041385558217
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,289,309,0.00037430942757055163,0.0003021380107384175,0.0006764474092051387,7.217141683213413e-05,6.471795688772056e-06,13855.900907778116,2956.6229195866877,1974.1139728223866
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,290,363,0.0003679696819745004,0.0001704773458186537,0.0005384470568969846,0.00019749233615584671,2.7223630240094903e-06,5063.487624202653,3714.3858109814014,1993.4188158194772
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,292,327,0.0003640562645159662,0.00025237398222088814,0.0006164302467368543,0.00011168228229507804,4.3229510360947137e-05,8953.971744218832,3244.487126625006,1990.03088077815
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,294,295,0.00035621432471089065,0.0003470269439276308,0.0007032412686385214,9.187380783259869e-06,3.746822001580587e-05,108844.9497839557,2843.9741653273704,1967.8733220336935
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,295,354,0.0003470269439276308,0.00018977357831317931,0.0005368005367927253,0.00015725336561445147,1.679308364973e-05,6359.164372047632,3725.7787895794836,2005.840958362399
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,297,328,0.00034191919257864356,0.00025107190595008433,0.0005929911276325583,9.084728662855923e-05,2.3267703112579544e-06,11007.483405515764,3372.731909403373,2001.5353434164817
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,299,306,0.0003358122776262462,0.00031850251252762973,0.0006543147610500455,1.730976509861648e-05,4.435207275534861e-05,57770.859067286074,3056.6327249452174,1986.3860092405205
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,300,370,0.0003346748708281666,0.00015629272093065083,0.0004909675917588174,0.00017838214989751577,6.205988134355747e-05,5605.942077581869,4073.588631044467,2013.238743540449
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,302,354,0.0003290502354502678,0.00018977357831317931,0.0005188237992115319,0.00013927665713708848,3.28545039695076e-06,7179.95406089989,3854.8731707058487,2015.7097286334053
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,304,342,0.0003208299749530852,0.00021537150314543396,0.0005362014635466039,0.00010545847180765122,9.527627430955624e-06,9482.405565518995,3729.941228607597,2017.429350850094
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,306,334,0.00031850251252762973,0.00023604031594004482,0.0005545428139157593,8.246219658758491e-05,1.6395918628115455e-05,12126.768887824592,3606.574456163189,2015.3257696963096
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,308,330,0.0003087844524998218,0.0002449283201713115,0.0005537127726711333,6.385613232851028e-05,3.6471787525434605e-05,15660.203077371836,3611.980974092249,2017.8673268866878
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,310,330,0.0003002498997375369,0.0002449283201713115,0.000545178190805018,5.532157956622541e-05,1.2210438546719064e-05,18076.128842324557,3668.5251298820995,2021.4120757024525
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,312,334,0.0002936199016403407,0.00023604031594004482,0.0005296602030284703,5.7579585700295866e-05,1.0908556715521113e-05,17367.26632951202,3776.0056987788853,2025.9958208336432
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,314,342,0.0002869797754101455,0.00021537150314543396,0.0005023512640036643,7.160827226471156e-05,8.274506376916485e-06,13964.867024068648,3981.277813705659,2032.5913219714644
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,316,354,0.00028350361390039325,0.00018977357831317931,0.00047327717766165733,9.373003558721393e-05,9.198955548135874e-06,10668.938657016937,4225.853332686003,2037.678054630855
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,318,370,0.0002772193984128535,0.00015629272093065083,0.0004335121193435043,0.00012092667748220265,4.8946434532552046e-05,8269.473873101117,4613.481171019464,2043.113968867938
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,321,328,0.00026727261138148606,0.00025107190595008433,0.0005183445173315704,1.620070543140173e-05,1.6779075464871348e-05,61725.707206656945,3858.4376474086566,2031.9940004656105
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,323,354,0.00026207161135971546,0.00018977357831317931,0.00045184517512097955,7.229803304653615e-05,4.442322951927912e-06,13831.634940280173,4426.294770223988,2046.4695738967323
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,326,327,0.0002554095699451864,0.00025237398222088814,0.0005077835521660745,3.0355877242982388e-06,2.7407540818025495e-05,329425.49872485665,3938.686063123771,2035.3437248556836
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,328,363,0.00025107190595008433,0.0001704773458186537,0.00042154925176873803,8.059456013143063e-05,2.836058756956823e-05,12407.785319123735,4744.4041036922545,2053.081587760937
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,331,351,0.00024227629182860255,0.00019543372036423534,0.0004377100267447531,4.684257146436721e-05,1.863807275603744e-05,21348.102137404912,4569.235211185615,2052.7373725711745
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,334,348,0.00023604031594004482,0.00020360955386422575,0.00043964985525235534,3.2430762075819075e-05,4.075386576464152e-06,30834.92141387627,4549.074473490434,2053.2237560341655
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,337,354,0.0002274604921694845,0.00018977357831317931,0.00041723408503457904,3.768691385630518e-05,1.97111184106523e-05,26534.409365883796,4793.472397127982,2058.5213389566015
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,340,369,0.00022229492606129497,0.00015904380416031927,0.00038133873022161424,6.32511219009757e-05,1.9019007615395645e-05,15809.996249008416,5244.681018468027,2064.683902141796
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,344,354,0.00021240314526949078,0.00018977357831317931,0.0004021767235826701,2.2629566956311464e-05,2.678236734823591e-05,44189.975085718404,4972.93822025204,2062.9233811234776
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,348,355,0.00020360955386422575,0.00018757526413537562,0.00039118481799960136,1.6034289728850126e-05,1.7237194078035467e-05,62366.34218980858,5112.672854297833,2065.7051603812934
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,352,372,0.00019437784794718027,0.0001500474609201774,0.0003444253234192729,4.433038702700287e-05,8.439450238667252e-05,22557.890130552485,5806.774207670738,2074.339960606454
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,357,379,0.0001829683460528031,0.00013503816444426775,0.0003180064959451556,4.793018160853535e-05,4.1718376913337946e-06,20863.68059623461,6289.179416087527,2079.215004358866
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,364,372,0.00016955923638306558,0.0001500474609201774,0.00031960668275132775,1.951177546288818e-05,1.1905670962734685e-05,51251.102284465174,6257.691146260302,2080.5984880616584
0,128,transformer.h.2.attn.c_attn.weight,structural_scalar_int3_p98_k8,375,376,0.00014371747965924442,0.00014223606558516622,0.00028595354524441063,1.4814140740782022e-06,1.6136623567136158e-05,675030.7138956012,6994.143046174011,2086.9716592578625
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,0,1,0.1452532410621643,0.08004593849182129,0.2252991795539856,0.06520730257034302,6.488852478879709e-06,15.335705673781556,8.877085145002782,8.881125995050958
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,0,148,0.1452532410621643,0.0017803458031266928,0.14703358709812164,0.14347289502620697,3.054662401330357e-05,6.96995762296787,13.602334287283332,11.48599691350274
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,0,295,0.1452532410621643,0.0003470269439276308,0.14560027420520782,0.1449062079191208,2.2132966164545823e-06,6.901015295203606,13.736238451953398,11.03632164240643
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,1,60,0.08004593849182129,0.006219889968633652,0.08626583218574524,0.07382604479789734,4.791945922259498e-05,13.545354519223865,23.18415107920535,24.61104510769326
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,1,207,0.08004593849182129,0.0009030636283569038,0.08094900101423264,0.07914287596940994,8.667729575843983e-06,12.63537623222784,24.706913582835373,28.145392371246977
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,1,354,0.08004593849182129,0.00018977357831317931,0.08023571223020554,0.07985616475343704,1.3037347312680034e-05,12.522514712334306,24.926556372451575,18.330434756534512
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,2,120,0.05910174176096916,0.0025050221011042595,0.061606764793395996,0.05659671872854233,4.653181071034728e-05,17.668868549446017,32.463967827910004,23.440067877970908
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,2,267,0.05910174176096916,0.0004697694384958595,0.059571512043476105,0.05863197147846222,3.9439008846129734e-05,17.05554086599788,33.57309491953867,26.215608229052297
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,3,34,0.051105763763189316,0.01101036835461855,0.06211613118648529,0.04009539633989334,3.520565390151794e-06,24.94051972327577,32.19775494402728,23.7433997069217
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,3,181,0.051105763763189316,0.0011954734800383449,0.05230123549699783,0.0499102920293808,2.226241133186367e-05,20.035948385128634,38.24001315110331,35.3833296600204
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,3,328,0.051105763763189316,0.00025107190595008433,0.05135683715343475,0.05085469037294388,3.770194985676749e-05,19.66386902524607,38.943209291257226,23.953036313380398
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,4,96,0.04454648867249489,0.00348453177139163,0.048031020909547806,0.04106195643544197,3.1975175106614767e-05,24.35344234587933,41.63975658890178,36.46923244145845
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,4,243,0.04454648867249489,0.0006054530385881662,0.04515194147825241,0.043941035866737366,4.323028915733325e-05,22.757770397845576,44.294883546704206,41.299402529944736
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,5,12,0.04293524846434593,0.023886164650321007,0.06682141125202179,0.019049083814024925,2.4492461660481716e-05,52.49596304803636,29.930525362700102,24.873410262706972
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,5,159,0.04293524846434593,0.0015771358739584684,0.04451238363981247,0.041358113288879395,6.765198987153673e-06,24.17905308939127,44.93131585132664,40.63216164251613
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,5,306,0.04293524846434593,0.00031850251252762973,0.04325374960899353,0.042616747319698334,3.099209037111648e-06,23.464954389773947,46.2387643806739,36.05347094869546
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,6,76,0.03853783756494522,0.004734057933092117,0.04327189549803734,0.033803779631853104,2.3799588494785266e-05,29.582490801049534,46.21937580919498,40.034460565136925
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,6,223,0.03853783756494522,0.0007626782171428204,0.03930051624774933,0.03777515888214111,5.7367061561167705e-05,26.47242307551446,50.889917350945765,56.01320751976258
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,6,370,0.03853783756494522,0.00015629272093065083,0.03869413211941719,0.03838154301047325,1.2642834079632864e-05,26.054188388301558,51.687426108916576,35.40691673766835
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,7,141,0.03316209092736244,0.0018993695266544819,0.03506145998835564,0.03126272186636925,3.157271643732619e-05,31.986978586494857,57.042689440247315,44.95532127245135
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,7,288,0.03316209092736244,0.00037661692476831377,0.033538706600666046,0.03278547525405884,5.328374746946245e-05,30.501312865596383,59.63258956838248,47.44579855311508
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,8,60,0.03212718293070793,0.006219889968633652,0.03834707289934158,0.02590729296207428,5.188484247280991e-05,38.59916979608411,52.155219389231135,47.70361680557935
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,8,207,0.03212718293070793,0.0009030636283569038,0.03303024545311928,0.031224118545651436,1.3503851538576152e-05,32.02652380093567,60.55056223766271,60.08260637405692
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,8,354,0.03212718293070793,0.00018977357831317931,0.03231695666909218,0.031937409192323685,2.8399925967482293e-05,31.31124346893895,61.88701585935886,36.41918943172044
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,9,127,0.03030526638031006,0.00230258796364069,0.032607853412628174,0.028002679347991943,2.958360839417019e-05,35.710869693262,61.334915781449766,42.72070395172186
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,9,274,0.03030526638031006,0.00043298094533383846,0.03073824755847454,0.029872285202145576,3.3027521524329684e-05,33.47584509985773,65.06551849921081,49.273302627777575
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,10,48,0.02849685773253441,0.00801563449203968,0.03651249408721924,0.020481223240494728,7.534001889732426e-05,48.825208741577335,54.77577339007101,49.309702244780176
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,10,195,0.02849685773253441,0.0010225123260170221,0.029519369825720787,0.02747434563934803,3.524716759205624e-05,36.39759146955992,67.75212330185286,63.91231683932281
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,10,342,0.02849685773253441,0.00021537150314543396,0.028712229803204536,0.02828148566186428,4.08740154547541e-05,35.35882067473669,69.65673001505083,39.52315805960804
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,11,117,0.026719212532043457,0.0025968789122998714,0.029316091910004616,0.0241223331540823,8.433173093426848e-06,41.4553589948496,68.22191845720651,52.02629639195004
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,11,264,0.026719212532043457,0.0004851864359807223,0.027204398065805435,0.02623402699828148,3.6939194007220244e-06,38.11843429362458,73.51752201365606,59.962386310293866
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,12,40,0.023886164650321007,0.00943927001208067,0.0333254337310791,0.014446894638240337,8.901768740282936e-07,69.21902769007819,60.01422097748163,49.390529294376776
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,12,187,0.023886164650321007,0.0011190687073394656,0.02500523254275322,0.022767096757888794,1.598245633654312e-05,43.923037110416885,79.98325676042093,76.13739826902815
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,12,334,0.023886164650321007,0.00023604031594004482,0.024122204631567,0.023650124669075012,5.791887400226403e-05,42.283075803803165,82.91116018611629,50.584638625945566
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,13,111,0.023134030401706696,0.0028609703294932842,0.025995001196861267,0.020273059606552124,8.452909665280852e-06,49.32654450970707,76.93787050367496,61.54496916230055
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,13,258,0.023134030401706696,0.0005175085389055312,0.02365153841674328,0.022616522386670113,2.6870920659622085e-05,44.21546363611125,84.56109367859297,69.99018860363005
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,14,36,0.02231529913842678,0.010601619258522987,0.03291691839694977,0.011713679879903793,3.447032979029393e-05,85.37026880131995,60.75902901607367,44.501941034063925
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,14,183,0.02231529913842678,0.0011798335472121835,0.023495132103562355,0.021135466173291206,4.759653386674032e-05,47.31383823480431,85.12401384404477,78.02752239650744
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,14,330,0.02231529913842678,0.0002449283201713115,0.022560227662324905,0.022070370614528656,2.8345172496447126e-05,45.3096147878427,88.65158845008743,52.896363424705484
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,15,109,0.020153045654296875,0.002924657193943858,0.023077702149748802,0.017228389158844948,7.5611710582037355e-06,58.04373417172819,86.66373829111265,70.84702833539379
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,15,256,0.020153045654296875,0.0005231573595665395,0.020676203072071075,0.019629888236522675,2.584849205592055e-05,50.94272493993005,96.72955903262306,81.21845481289253
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,16,36,0.019559573382139206,0.010601619258522987,0.030161192640662193,0.008957954123616219,1.4316782577983225e-05,111.63263242927974,66.3103751840262,51.89633109736977
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,16,183,0.019559573382139206,0.0011798335472121835,0.02073940634727478,0.01837974041700363,8.913145840291508e-06,54.40773422155301,96.43477302957518,93.23581317786925
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,16,330,0.019559573382139206,0.0002449283201713115,0.01980450190603733,0.01931464485824108,3.4429379731293846e-05,51.77418465582271,100.98714070481599,65.3256763582339
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,17,111,0.019192738458514214,0.0028609703294932842,0.022053709253668785,0.016331767663359642,9.227685736335118e-06,61.23035742976525,90.68769426608065,78.11091796700276
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,17,258,0.019192738458514214,0.0005175085389055312,0.019710246473550797,0.01867523044347763,2.0974084900449317e-05,53.54686417809596,101.47006276795103,90.21447529728394
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,18,40,0.018326440826058388,0.00943927001208067,0.027765709906816483,0.008887170813977718,1.4223721124524822e-06,112.52174858923637,72.0312911007052,67.24270392146533
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,18,187,0.018326440826058388,0.0011190687073394656,0.0194455087184906,0.017207372933626175,4.76136061971265e-05,58.114626283472816,102.85150906254117,109.2753071566183
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,18,334,0.018326440826058388,0.00023604031594004482,0.018562480807304382,0.018090400844812393,3.734276265375174e-05,55.27793591085388,107.74421720353492,77.64552735006588
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,19,117,0.01688503473997116,0.0025968789122998714,0.01948191411793232,0.014288155362010002,4.4739042355061285e-05,69.9880384887279,102.6593195975313,97.18258762945663
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,19,264,0.01688503473997116,0.0004851864359807223,0.01737022027373314,0.016399849206209183,8.371912593506618e-06,60.97617377086826,115.1395816864376,115.10134374065521
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,20,48,0.016267260536551476,0.00801563449203968,0.024282895028591156,0.008251626044511795,1.9285576572009726e-05,121.18823545876826,82.3625023970643,92.14031286355194
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,20,195,0.016267260536551476,0.0010225123260170221,0.017289772629737854,0.015244748443365097,5.541739785345213e-05,65.59636054264105,115.67531950231115,134.3953316164469
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,20,342,0.016267260536551476,0.00021537150314543396,0.016482632607221603,0.016051888465881348,2.556976051315099e-05,62.29796368009221,121.33984397535437,95.36167499817317
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,21,127,0.0161161907017231,0.00230258796364069,0.018418777734041214,0.013813602738082409,4.074543301815539e-05,72.3924105072982,108.58483270451407,99.46741080551335
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,21,274,0.0161161907017231,0.00043298094533383846,0.01654917187988758,0.015683209523558617,2.1439793373511482e-05,63.76245778340145,120.85197027705462,118.04897166476181
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,22,60,0.015668591484427452,0.006219889968633652,0.021888481453061104,0.0094487015157938,0.00011490366801715213,105.83464810783457,91.37225916237784,99.53629101732822
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,22,207,0.015668591484427452,0.0009030636283569038,0.016571655869483948,0.014765528030693531,2.664012435805293e-05,67.725313293752,120.68800529508255,140.83973358094264
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,22,354,0.015668591484427452,0.00018977357831317931,0.0158583652228117,0.015478817746043205,3.5242961613479944e-05,64.60441656885124,126.11640557443198,96.24961612079319
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,23,141,0.015416404232382774,0.0018993695266544819,0.01731577329337597,0.01351703517138958,1.0465624971089534e-05,73.98072297441219,115.501624578352,106.7559158825843
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,23,288,0.015416404232382774,0.00037661692476831377,0.015793021768331528,0.015039787627756596,2.631296606914953e-05,66.49030199341398,126.63821444286478,118.00356789303002
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,24,76,0.014712330885231495,0.004734057933092117,0.019446387887001038,0.009978272952139378,2.682660469695611e-05,100.2177435711053,102.846858544527,91.90234971940735
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,24,223,0.014712330885231495,0.0007626782171428204,0.015475008636713028,0.013949653133749962,2.1662035119605775e-05,71.68637268565168,129.2406348047409,145.7931147747041
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,24,370,0.014712330885231495,0.00015629272093065083,0.014868623577058315,0.014556038193404675,3.894754517062916e-05,68.70001223633312,134.51144187758717,95.82875450181112
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,25,159,0.014232756569981575,0.0015771358739584684,0.015809891745448112,0.012655620463192463,5.267830353303654e-06,79.01627458811556,126.50307439419697,122.87878686742819
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,25,306,0.014232756569981575,0.00031850251252762973,0.014551258645951748,0.013914254494011402,5.7601096253359144e-05,71.86874667307762,137.4451508738529,116.38263418665453
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,26,96,0.013914602808654308,0.00348453177139163,0.01739913411438465,0.010430071502923965,1.183280945799633e-05,95.87662408313234,114.94824589113095,111.9215610261195
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,26,243,0.013914602808654308,0.0006054530385881662,0.014520055614411831,0.013309150002896786,9.324165327231649e-06,75.13627972307583,137.7405170504095,141.9024892979084
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,27,34,0.01364695094525814,0.01101036835461855,0.024657320231199265,0.0026365825906395912,3.22186598793519e-05,379.2788451043427,81.11181818576694,70.73311432413854
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,27,181,0.01364695094525814,0.0011954734800383449,0.014842424541711807,0.012451477348804474,5.031327730549746e-05,80.31175439165828,134.7488754324615,142.82253964083182
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,27,328,0.01364695094525814,0.00025107190595008433,0.013898022472858429,0.013395879417657852,3.836420629414833e-05,74.64982305869295,143.90536131735672,107.88534438456135
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,28,120,0.012837395071983337,0.0025050221011042595,0.015342417173087597,0.010332372970879078,6.959739686407138e-05,96.78318841358279,130.35755562091188,106.26664999071996
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,28,267,0.012837395071983337,0.0004697694384958595,0.013307164423167706,0.01236762572079897,7.832446831360714e-05,80.85626373524177,150.29497819952772,131.35961060045642
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,29,60,0.012480081059038639,0.006219889968633652,0.018699970096349716,0.006260191090404987,3.948309334292572e-05,159.73953279680276,106.95203736093453,100.17849414705617
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,29,207,0.012480081059038639,0.0009030636283569038,0.01338314451277256,0.011577017605304718,5.991218243682047e-07,86.37803354685914,149.44170796297462,151.57754150987205
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,29,354,0.012480081059038639,0.00018977357831317931,0.012669854797422886,0.012290307320654392,7.496010196578127e-06,81.36492936147216,157.8550075944698,96.3703422688911
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,30,148,0.01224409881979227,0.0017803458031266928,0.014024444855749607,0.010463752783834934,3.539167139059004e-05,95.56800494118161,142.60814269476091,111.94381043088818
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,30,295,0.01224409881979227,0.0003470269439276308,0.012591125443577766,0.011897072196006775,7.988156754623891e-06,84.05429591702146,158.84203188270936,118.17957045381402
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,31,90,0.011983785778284073,0.003822636790573597,0.015806421637535095,0.008161148987710476,4.547564590213931e-05,122.53176623853543,126.53084474284937,102.39219872127416
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,31,237,0.011983785778284073,0.0006490558735094965,0.012632841244339943,0.011334730312228203,4.15637805335333e-05,88.22442249627542,158.31750726615388,147.27810565586077
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,32,33,0.01141429040580988,0.011307287029922009,0.022721577435731888,0.00010700337588787079,2.9823309660165628e-05,9345.499538705242,88.02205769634664,66.52886923456344
0,128,transformer.h.2.attn.c_attn.weight,structural_int4_k8,32,180,0.01141429040580988,0.001224488252773881,0.012638778425753117,0.010189802385866642,1.0753108761818044e-05,98.13733230355756,158.2431383622403,148.19909846693943
