update,parameter_name,numel,q_relative_l2,q_cosine,momentum_trajectory_cosine,momentum_trajectory_relative_l2,gradient_cosine,gradient_relative_l2,direction_cosine,direction_relative_l2,k5_update_cosine,k5_update_relative_l2,local_one_step_k5_cosine,local_one_step_k5_relative_l2,state_only_k5_cosine,state_only_k5_relative_l2,state_only_k5_distortion,gradient_only_k5_cosine,gradient_only_k5_relative_l2,gradient_only_k5_distortion,local_one_step_k5_distortion,k5_update_distortion
32,transformer.h.4.attn.c_attn.weight,442368,0.013700067065656185,0.9999065399169922,0.9982250928878784,0.0605660043656826,0.9976840615272522,0.06805586814880371,0.9979761838912964,0.06444457918405533,0.5998488664627075,1.055254578590393,0.9629605412483215,0.27094635367393494,0.6005837321281433,1.0546202659606934,0.3994162678718567,0.9975314140319824,0.07029494643211365,0.002468585968017578,0.03703945875167847,0.4001511335372925
32,transformer.h.4.attn.c_proj.weight,147456,0.012414293363690376,0.9999253153800964,0.9987648725509644,0.050104741007089615,0.9988753795623779,0.0476323738694191,0.9986617565155029,0.05203608423471451,0.6233627200126648,1.0154571533203125,0.9648829698562622,0.2637042999267578,0.6241976022720337,1.0145272016525269,0.3758023977279663,0.9979720711708069,0.06370360404253006,0.0020279288291931152,0.03511703014373779,0.3766372799873352
32,transformer.h.4.mlp.c_proj.weight,393216,0.016222598031163216,0.999886155128479,0.9976342916488647,0.06898866593837738,0.9989482760429382,0.04669293388724327,0.9975396394729614,0.07032687216997147,0.6743792295455933,0.8620555996894836,0.968773365020752,0.24897173047065735,0.674763023853302,0.8614867329597473,0.325236976146698,0.9986687898635864,0.05168550834059715,0.0013312101364135742,0.031226634979248047,0.32562077045440674
32,transformer.h.4.mlp.w1.weight,393216,0.017091970890760422,0.9998737573623657,0.996529757976532,0.08390463143587112,0.9982209801673889,0.05997443199157715,0.9964343309402466,0.08490371704101562,0.6200743317604065,0.9480728507041931,0.9689046144485474,0.24858736991882324,0.620033860206604,0.9482133388519287,0.379966139793396,0.9986615180969238,0.05187460035085678,0.0013384819030761719,0.031095385551452637,0.3799256682395935
32,transformer.h.4.mlp.w2.weight,393216,0.01819933019578457,0.9998515248298645,0.9958669543266296,0.09111990034580231,0.9977350831031799,0.06787440180778503,0.9957360625267029,0.09247995913028717,0.604308009147644,0.9642479419708252,0.9648322463035583,0.26437413692474365,0.604246973991394,0.9643749594688416,0.39575302600860596,0.9986713528633118,0.05167587846517563,0.0013286471366882324,0.03516775369644165,0.39569199085235596
32,transformer.h.5.attn.c_attn.weight,442368,0.01076101791113615,0.999946653842926,0.998979926109314,0.04525688663125038,0.9982142448425293,0.060165561735630035,0.9988204836845398,0.04863008111715317,0.6613560914993286,0.9379276633262634,0.9659414887428284,0.2597125172615051,0.6620638370513916,0.9370715022087097,0.3379361629486084,0.9978334903717041,0.06585576385259628,0.0021665096282958984,0.03405851125717163,0.3386439085006714
32,transformer.h.5.attn.c_proj.weight,147456,0.010119794867932796,0.9999544024467468,0.9992727637290955,0.038316164165735245,0.9992918372154236,0.03830823674798012,0.9991910457611084,0.040375005453825,0.6797253489494324,0.8994176387786865,0.9686794877052307,0.2491116225719452,0.6804086565971375,0.8985552191734314,0.31959134340286255,0.9981710314750671,0.06050833314657211,0.0018289685249328613,0.03132051229476929,0.3202746510505676
32,transformer.h.5.mlp.c_proj.weight,393216,0.019641844555735588,0.9998216032981873,0.9976245164871216,0.06910200417041779,0.9991195797920227,0.04301256313920021,0.9975062012672424,0.07074785232543945,0.6707195043563843,0.8615391850471497,0.9621342420578003,0.27396920323371887,0.6708577275276184,0.8612201809883118,0.3291422724723816,0.9987120032310486,0.05090073123574257,0.001287996768951416,0.03786575794219971,0.3292804956436157
32,transformer.h.5.mlp.w1.weight,393216,0.01516643911600113,0.9999004602432251,0.9971239566802979,0.07606522738933563,0.9987930655479431,0.04952169209718704,0.9969955682754517,0.07777384668588638,0.6279966235160828,0.9398846626281738,0.9718421101570129,0.2365484982728958,0.6280753016471863,0.9396594166755676,0.3719246983528137,0.9986334443092346,0.05241207778453827,0.0013665556907653809,0.02815788984298706,0.37200337648391724
32,transformer.h.5.mlp.w2.weight,393216,0.015940381214022636,0.9998889565467834,0.9969162940979004,0.07868174463510513,0.9986059665679932,0.05312640219926834,0.9967519640922546,0.08068966120481491,0.6214226484298706,0.9485241174697876,0.9700798392295837,0.24383997917175293,0.6214542984962463,0.9484843611717224,0.37854570150375366,0.998660147190094,0.05189989134669304,0.0013398528099060059,0.02992016077041626,0.3785773515701294
128,transformer.h.0.attn.c_attn.weight,442368,0.07489010691642761,0.9971950054168701,0.8946325778961182,0.4470481872558594,0.9190494418144226,0.4017772078514099,0.8998259902000427,0.43707871437072754,0.4738810062408447,1.0267900228500366,0.928199291229248,0.37922412157058716,0.49242112040519714,1.0089709758758545,0.5075788795948029,0.9194610714912415,0.4016888737678528,0.08053892850875854,0.07180070877075195,0.5261189937591553
128,transformer.h.0.attn.c_proj.weight,147456,0.0791032463312149,0.9968687295913696,0.9041737914085388,0.42749956250190735,0.9367850422859192,0.35740405321121216,0.909890353679657,0.41574302315711975,0.45951688289642334,1.0647392272949219,0.9180859923362732,0.404762864112854,0.47352519631385803,1.052078366279602,0.526474803686142,0.9379293918609619,0.35225990414619446,0.062070608139038086,0.0819140076637268,0.5404831171035767
128,transformer.h.0.mlp.c_proj.weight,393216,0.09685567021369934,0.9953073263168335,0.9055134654045105,0.4245055019855499,0.9394707679748535,0.3450626730918884,0.9112577438354492,0.41188159584999084,0.7264374494552612,0.7387081384658813,0.9776061773300171,0.21165962517261505,0.745969295501709,0.7117315530776978,0.254030704498291,0.9685243964195251,0.2509241998195648,0.031475603580474854,0.02239382266998291,0.27356255054473877
128,transformer.h.0.mlp.w1.weight,393216,0.08740713447332382,0.9961838722229004,0.915770947933197,0.40172165632247925,0.9412549138069153,0.339201420545578,0.9205430150032043,0.39070066809654236,0.7922834753990173,0.6439799070358276,0.983825147151947,0.1798861026763916,0.8120051622390747,0.613104522228241,0.1879948377609253,0.9774328470230103,0.21245934069156647,0.022567152976989746,0.01617485284805298,0.20771652460098267
128,transformer.h.0.mlp.w2.weight,393216,0.09112576395273209,0.9958468079566956,0.9100353121757507,0.4145527482032776,0.9403852820396423,0.3410246968269348,0.9163886904716492,0.40030643343925476,0.7898468375205994,0.6489053964614868,0.9837693572044373,0.1801471710205078,0.8089452385902405,0.6187828779220581,0.19105476140975952,0.9770117998123169,0.21453510224819183,0.022988200187683105,0.016230642795562744,0.21015316247940063
128,transformer.h.1.attn.c_attn.weight,442368,0.08142305165529251,0.9966829419136047,0.8667928576469421,0.5049026608467102,0.9009588956832886,0.4610845446586609,0.8699374198913574,0.5023906230926514,0.41554877161979675,1.103866457939148,0.9170763492584229,0.40750232338905334,0.4319661557674408,1.0887163877487183,0.5680338442325592,0.9016882181167603,0.44469743967056274,0.09831178188323975,0.08292365074157715,0.5844512283802032
128,transformer.h.1.attn.c_proj.weight,147456,0.07658503949642181,0.9970640540122986,0.8922418355941772,0.4559086859226227,0.9423925876617432,0.3459562063217163,0.901188313961029,0.43927058577537537,0.416345477104187,1.128583550453186,0.9125441312789917,0.41861191391944885,0.42948734760284424,1.1156432628631592,0.5705126523971558,0.9214897751808167,0.39649179577827454,0.07851022481918335,0.0874558687210083,0.583654522895813
128,transformer.h.1.mlp.c_proj.weight,393216,0.10181112587451935,0.9948157072067261,0.8951318860054016,0.4460209310054779,0.9420598149299622,0.33775532245635986,0.9042584896087646,0.4270511567592621,0.6837272047996521,0.7890405058860779,0.9741415977478027,0.2273908108472824,0.7044183015823364,0.7625328302383423,0.2955816984176636,0.9598167538642883,0.2834891676902771,0.04018324613571167,0.025858402252197266,0.3162727952003479
128,transformer.h.1.mlp.w1.weight,393216,0.08443279564380646,0.9964396357536316,0.9088911414146423,0.4170529842376709,0.9332045912742615,0.364356130361557,0.9142261743545532,0.405300498008728,0.7374290823936462,0.7214293479919434,0.9795293807983398,0.20243413746356964,0.7628800868988037,0.6860207319259644,0.2371199131011963,0.9650969505310059,0.2641518712043762,0.03490304946899414,0.020470619201660156,0.26257091760635376
128,transformer.h.1.mlp.w2.weight,393216,0.08744531869888306,0.9961810111999512,0.9045965671539307,0.42630448937416077,0.9343174695968628,0.36123934388160706,0.91187584400177,0.41060543060302734,0.7310163378715515,0.7303372621536255,0.9786475896835327,0.2066921591758728,0.7549678087234497,0.6974614858627319,0.2450321912765503,0.9647100567817688,0.26576459407806396,0.0352899432182312,0.021352410316467285,0.2689836621284485
128,transformer.h.2.attn.c_attn.weight,442368,0.07471580058336258,0.9972103834152222,0.8658740520477295,0.5089609622955322,0.9155511856079102,0.42189455032348633,0.8759511113166809,0.4934295117855072,0.39320138096809387,1.148202657699585,0.9158604145050049,0.410653293132782,0.4090692400932312,1.1333078145980835,0.5909307599067688,0.8955285549163818,0.4588026702404022,0.10447144508361816,0.08413958549499512,0.6067986190319061
128,transformer.h.2.attn.c_proj.weight,147456,0.07104000449180603,0.9974757432937622,0.8920721411705017,0.45694759488105774,0.9435275793075562,0.3391994833946228,0.9039509296417236,0.4329249858856201,0.40194272994995117,1.1565158367156982,0.9145601987838745,0.4139668643474579,0.4134965240955353,1.1450968980789185,0.5865034759044647,0.9154883623123169,0.4119507074356079,0.0845116376876831,0.08543980121612549,0.5980572700500488
128,transformer.h.2.mlp.c_proj.weight,393216,0.09952010959386826,0.9950482249259949,0.8988008499145508,0.4385839104652405,0.9475777745246887,0.32118263840675354,0.9100842475891113,0.4144795536994934,0.6586463451385498,0.8133769035339355,0.9715636372566223,0.23851267993450165,0.6790194511413574,0.7882000803947449,0.3209805488586426,0.9556866884231567,0.29750174283981323,0.04431331157684326,0.028436362743377686,0.3413536548614502
128,transformer.h.2.mlp.w1.weight,393216,0.0823303833603859,0.9966152906417847,0.9082369804382324,0.418550044298172,0.9355305433273315,0.3561747372150421,0.9156081676483154,0.40223732590675354,0.677863597869873,0.7906577587127686,0.9731002449989319,0.23212464153766632,0.7026731371879578,0.7593361139297485,0.29732686281204224,0.9529374241828918,0.30642053484916687,0.047062575817108154,0.026899755001068115,0.32213640213012695
128,transformer.h.2.mlp.w2.weight,393216,0.08301621675491333,0.9965589046478271,0.9071381688117981,0.42084580659866333,0.9392781853675842,0.3447837829589844,0.9162251949310303,0.4006861746311188,0.6724708080291748,0.7961409687995911,0.9732282161712646,0.23162181675434113,0.6965065002441406,0.766595184803009,0.3034934997558594,0.9526180624961853,0.30736812949180603,0.0473819375038147,0.02677178382873535,0.3275291919708252
128,transformer.h.3.attn.c_attn.weight,442368,0.06838937103748322,0.9976633787155151,0.8810551166534424,0.4780634641647339,0.9337760806083679,0.3621056377887726,0.8999966382980347,0.43984782695770264,0.3900598883628845,1.1707981824874878,0.918438196182251,0.40426263213157654,0.4054044783115387,1.156705379486084,0.5945955216884613,0.9005752801895142,0.4486426115036011,0.09942471981048584,0.08156180381774902,0.6099401116371155
128,transformer.h.3.attn.c_proj.weight,147456,0.06715176999568939,0.9977443218231201,0.9095327854156494,0.41780656576156616,0.9574935436248779,0.2925829291343689,0.9256858229637146,0.3801044225692749,0.3936610519886017,1.1795201301574707,0.9159064292907715,0.4103015065193176,0.40592214465141296,1.1679980754852295,0.594077855348587,0.9194495677947998,0.4028356969356537,0.0805504322052002,0.08409357070922852,0.6063389480113983
128,transformer.h.3.mlp.c_proj.weight,393216,0.08842071145772934,0.9960938692092896,0.9122928380966187,0.40955105423927307,0.9588836431503296,0.28492307662963867,0.9244046211242676,0.3814738094806671,0.6517752408981323,0.8160433173179626,0.9702436923980713,0.24422673881053925,0.6713405251502991,0.7930471897125244,0.3286594748497009,0.9567992091178894,0.2936396598815918,0.043200790882110596,0.02975630760192871,0.3482247591018677
128,transformer.h.3.mlp.w1.weight,393216,0.07608398795127869,0.9971139430999756,0.9175935983657837,0.3976684808731079,0.9473937153816223,0.32304489612579346,0.9251884818077087,0.37988707423210144,0.6342241764068604,0.8356361985206604,0.9681869149208069,0.2526344954967499,0.6584392189979553,0.8074886798858643,0.3415607810020447,0.9470441937446594,0.32513198256492615,0.052955806255340576,0.031813085079193115,0.36577582359313965
128,transformer.h.3.mlp.w2.weight,393216,0.07656499743461609,0.9970738291740417,0.9142296314239502,0.4052225947380066,0.9455981850624084,0.3293105363845825,0.9231653213500977,0.3845702111721039,0.6327196955680847,0.83551025390625,0.9675922393798828,0.2549942135810852,0.6564501523971558,0.8081415891647339,0.34354984760284424,0.9466672539710999,0.32613202929496765,0.053332746028900146,0.03240776062011719,0.3672803044319153
128,transformer.h.4.attn.c_attn.weight,442368,0.05713280290365219,0.9983683824539185,0.9149951338768005,0.40392518043518066,0.9535871744155884,0.3041398823261261,0.9292920231819153,0.3696981966495514,0.4000224471092224,1.1825311183929443,0.9219717383384705,0.3953687250614166,0.4129565954208374,1.169535517692566,0.5870434045791626,0.913676917552948,0.41785168647766113,0.086323082447052,0.07802826166152954,0.5999775528907776
128,transformer.h.4.attn.c_proj.weight,147456,0.06254572421312332,0.9980438947677612,0.9256906509399414,0.37848401069641113,0.9609050750732422,0.27741914987564087,0.9362267255783081,0.35150644183158875,0.3991941511631012,1.1794891357421875,0.914290189743042,0.4143264591693878,0.40830111503601074,1.171033501625061,0.5916988849639893,0.9268152117729187,0.38392484188079834,0.0731847882270813,0.08570981025695801,0.6008058488368988
128,transformer.h.4.mlp.c_proj.weight,393216,0.08023951947689056,0.9967864155769348,0.9295944571495056,0.3686838746070862,0.9638994932174683,0.266377329826355,0.9401518702507019,0.340826153755188,0.6450603604316711,0.8237102031707764,0.9681950807571411,0.2525426745414734,0.6645441055297852,0.800830602645874,0.33545589447021484,0.9586713314056396,0.2873181700706482,0.04132866859436035,0.03180491924285889,0.35493963956832886
128,transformer.h.4.mlp.w1.weight,393216,0.06737197935581207,0.9977366328239441,0.9322699308395386,0.3618020713329315,0.9548683762550354,0.30199673771858215,0.9403758645057678,0.3404201567173004,0.6097233891487122,0.8612698316574097,0.9641520977020264,0.2683473229408264,0.6336985230445862,0.833929181098938,0.3663014769554138,0.9451949000358582,0.33081892132759094,0.054805099964141846,0.03584790229797363,0.39027661085128784
128,transformer.h.4.mlp.w2.weight,393216,0.06862043589353561,0.9976517558097839,0.9268420338630676,0.3756619393825531,0.9562041163444519,0.29739847779273987,0.9364814162254333,0.35145777463912964,0.6024652123451233,0.8688079118728638,0.9624373316764832,0.27464520931243896,0.6267033219337463,0.8410210013389587,0.37329667806625366,0.9440403580665588,0.3343600034713745,0.05595964193344116,0.037562668323516846,0.3975347876548767
128,transformer.h.5.attn.c_attn.weight,442368,0.048045068979263306,0.9988494515419006,0.940199077129364,0.34067395329475403,0.9588053822517395,0.2842245399951935,0.9482520818710327,0.31771570444107056,0.4076123833656311,1.190497875213623,0.9246378540992737,0.388781875371933,0.421975702047348,1.1760764122009277,0.578024297952652,0.9245117902755737,0.3907089829444885,0.07548820972442627,0.07536214590072632,0.5923876166343689
128,transformer.h.5.attn.c_proj.weight,147456,0.04894329980015755,0.9988039135932922,0.9542504549026489,0.29999953508377075,0.972876787185669,0.2314939945936203,0.9609344601631165,0.2780579924583435,0.41636598110198975,1.1826820373535156,0.9236693382263184,0.3912263810634613,0.4261103570461273,1.1730480194091797,0.5738896429538727,0.9354251623153687,0.36100050806999207,0.06457483768463135,0.07633066177368164,0.5836340188980103
128,transformer.h.5.mlp.c_proj.weight,393216,0.08036021888256073,0.9967796206474304,0.9315480589866638,0.3647867441177368,0.9616528749465942,0.2743150293827057,0.9392839074134827,0.3441646993160248,0.664548933506012,0.8022094368934631,0.9704812169075012,0.2431953251361847,0.6832005381584167,0.7800126671791077,0.31679946184158325,0.9635130167007446,0.2698240876197815,0.03648698329925537,0.02951878309249878,0.33545106649398804
128,transformer.h.5.mlp.w1.weight,393216,0.06780335307121277,0.9977070093154907,0.9334836602210999,0.35873907804489136,0.9534024000167847,0.3018253445625305,0.9394397735595703,0.3427622616291046,0.6063608527183533,0.8631266951560974,0.9631686210632324,0.2720212936401367,0.6308506727218628,0.8361386060714722,0.3691493272781372,0.9451403617858887,0.33055534958839417,0.05485963821411133,0.03683137893676758,0.39363914728164673
128,transformer.h.5.mlp.w2.weight,393216,0.06808904558420181,0.9976871609687805,0.9322457313537598,0.3619946539402008,0.9535571932792664,0.3013860583305359,0.9387711882591248,0.3446732759475708,0.6042349934577942,0.8635945916175842,0.9626320004463196,0.273943156003952,0.627193033695221,0.8390293717384338,0.37280696630477905,0.9455841183662415,0.3291706144809723,0.054415881633758545,0.03736799955368042,0.3957650065422058
512,transformer.h.0.attn.c_attn.weight,442368,0.07587359845638275,0.9971222281455994,0.7359340190887451,0.6930215954780579,0.766815721988678,0.6645640134811401,0.7444508075714111,0.6851570010185242,0.3167558014392853,1.1769256591796875,0.9203183054924011,0.39963266253471375,0.36916863918304443,1.1317315101623535,0.6308313608169556,0.8080997467041016,0.6219226121902466,0.19190025329589844,0.07968169450759888,0.6832441985607147
512,transformer.h.0.attn.c_proj.weight,147456,0.08004559576511383,0.9967925548553467,0.79049152135849,0.6260904669761658,0.8340598940849304,0.5794052481651306,0.8027917742729187,0.6129192113876343,0.33763042092323303,1.1826484203338623,0.9135763645172119,0.416095107793808,0.37173011898994446,1.1531568765640259,0.6282698810100555,0.8399622440338135,0.568402886390686,0.16003775596618652,0.08642363548278809,0.662369579076767
512,transformer.h.0.mlp.c_proj.weight,393216,0.11665407568216324,0.993197500705719,0.7837678790092468,0.6316259503364563,0.8514090776443481,0.5436097383499146,0.8085479736328125,0.6012706756591797,0.604008138179779,0.8920559883117676,0.9768103957176208,0.215219646692276,0.6687811017036438,0.8152734637260437,0.3312188982963562,0.9017891883850098,0.4434691071510315,0.09821081161499023,0.02318960428237915,0.39599186182022095
512,transformer.h.0.mlp.w1.weight,393216,0.11074551939964294,0.9938622117042542,0.7614498734474182,0.6547443866729736,0.8439413905143738,0.5457038879394531,0.7838335633277893,0.6282482743263245,0.647860050201416,0.8418601155281067,0.9826520681381226,0.1862439215183258,0.7174861431121826,0.7536606192588806,0.2825138568878174,0.9169678688049316,0.407953679561615,0.08303213119506836,0.01734793186187744,0.352139949798584
512,transformer.h.0.mlp.w2.weight,393216,0.11136727780103683,0.9937951564788818,0.7669631838798523,0.6472597718238831,0.8465179204940796,0.5415059328079224,0.7904984951019287,0.6188790798187256,0.6491804718971252,0.8404152393341064,0.9824327230453491,0.18744578957557678,0.7165180444717407,0.7538627982139587,0.2834819555282593,0.9172667264938354,0.40777361392974854,0.08273327350616455,0.01756727695465088,0.35081952810287476
512,transformer.h.1.attn.c_attn.weight,442368,0.07699905335903168,0.9970340728759766,0.6563302874565125,0.8193361163139343,0.6896138787269592,0.8011334538459778,0.6615447998046875,0.8212170004844666,0.2747980058193207,1.2217193841934204,0.9164028167724609,0.4093128442764282,0.32757019996643066,1.17440927028656,0.6724298000335693,0.7751860618591309,0.6739886403083801,0.22481393814086914,0.08359718322753906,0.7252019941806793
512,transformer.h.1.attn.c_proj.weight,147456,0.0822296217083931,0.9966199994087219,0.7555408477783203,0.687618613243103,0.8241957426071167,0.5927799940109253,0.7791715264320374,0.6587532162666321,0.2974517345428467,1.2362903356552124,0.9095292091369629,0.42553603649139404,0.3329780399799347,1.202563762664795,0.6670219600200653,0.8046570420265198,0.6283426880836487,0.19534295797348022,0.09047079086303711,0.7025482654571533
512,transformer.h.1.mlp.c_proj.weight,393216,0.13082349300384521,0.9914315938949585,0.7461028099060059,0.6817607283592224,0.8417366147041321,0.5673852562904358,0.7753307223320007,0.6506574153900146,0.575755774974823,0.9259374737739563,0.975931704044342,0.21930480003356934,0.6440954804420471,0.8486443161964417,0.3559045195579529,0.8914783000946045,0.46619245409965515,0.10852169990539551,0.02406829595565796,0.424244225025177
512,transformer.h.1.mlp.w1.weight,393216,0.11775475740432739,0.9930621385574341,0.7340947389602661,0.6900750398635864,0.8151016235351562,0.6018820405006409,0.7585943341255188,0.6651813983917236,0.5895918607711792,0.908610999584198,0.9799993634223938,0.19995716214179993,0.6674992442131042,0.8182499408721924,0.33250075578689575,0.8934199213981628,0.46228742599487305,0.10658007860183716,0.0200006365776062,0.4104081392288208
512,transformer.h.1.mlp.w2.weight,393216,0.11813515424728394,0.9930218458175659,0.7339540719985962,0.6885735392570496,0.8224406242370605,0.5888677835464478,0.7595503926277161,0.6620416641235352,0.5823600888252258,0.9173616766929626,0.9791374206542969,0.20409533381462097,0.6595427393913269,0.8280854225158691,0.3404572606086731,0.8927394151687622,0.4634709358215332,0.10726058483123779,0.020862579345703125,0.41763991117477417
512,transformer.h.2.attn.c_attn.weight,442368,0.0753755271434784,0.9971598386764526,0.6428386569023132,0.8468490242958069,0.7035390138626099,0.7867885828018188,0.6626888513565063,0.827948808670044,0.25237396359443665,1.2527345418930054,0.9132007360458374,0.41690295934677124,0.30535513162612915,1.2057034969329834,0.6946448683738708,0.7686015963554382,0.6838778853416443,0.23139840364456177,0.0867992639541626,0.7476260364055634
512,transformer.h.2.attn.c_proj.weight,147456,0.08089708536863327,0.9967272281646729,0.7498512268066406,0.701732873916626,0.8268697261810303,0.5891633033752441,0.783053994178772,0.6559740900993347,0.2820435166358948,1.259012222290039,0.9049203991889954,0.43605464696884155,0.3136731684207916,1.2283114194869995,0.6863268315792084,0.7975403070449829,0.6402602791786194,0.2024596929550171,0.09507960081100464,0.7179564833641052
512,transformer.h.2.mlp.c_proj.weight,393216,0.13191017508506775,0.9912872314453125,0.7466679215431213,0.6829552054405212,0.8439778089523315,0.5615914463996887,0.7774550914764404,0.6491243839263916,0.57377690076828,0.9279454350471497,0.9749503135681152,0.22365644574165344,0.6405688524246216,0.8531550168991089,0.3594311475753784,0.8914738893508911,0.46626564860343933,0.10852611064910889,0.025049686431884766,0.42622309923171997
512,transformer.h.2.mlp.w1.weight,393216,0.11780127882957458,0.993056058883667,0.7272019386291504,0.7010086178779602,0.809037983417511,0.6093221306800842,0.7501091361045837,0.6779719591140747,0.5555081963539124,0.9457325339317322,0.9768692851066589,0.21499007940292358,0.6341434717178345,0.8575055599212646,0.3658565282821655,0.8806157112121582,0.48896515369415283,0.1193842887878418,0.023130714893341064,0.44449180364608765
512,transformer.h.2.mlp.w2.weight,393216,0.11895186454057693,0.9929171204566956,0.7231141328811646,0.7027931213378906,0.7987295985221863,0.6245802640914917,0.743719756603241,0.6829593777656555,0.5496765375137329,0.9499965906143188,0.9757884740829468,0.21993564069271088,0.6271026134490967,0.8635339736938477,0.3728973865509033,0.878947913646698,0.49222755432128906,0.121052086353302,0.024211525917053223,0.4503234624862671
512,transformer.h.3.attn.c_attn.weight,442368,0.07199402153491974,0.9974066615104675,0.6391250491142273,0.8689542412757874,0.7233043909072876,0.7693683505058289,0.6607322096824646,0.8456152081489563,0.2475455403327942,1.268813967704773,0.9135725498199463,0.41616469621658325,0.2976967394351959,1.2269412279129028,0.7023032605648041,0.7671292424201965,0.6894270777702332,0.23287075757980347,0.08642745018005371,0.7524544596672058
512,transformer.h.3.attn.c_proj.weight,147456,0.07965762913227081,0.9968255162239075,0.7616467475891113,0.6957200765609741,0.8506021499633789,0.5610219240188599,0.7914226055145264,0.6549068093299866,0.28038233518600464,1.2663697004318237,0.9016352891921997,0.44370415806770325,0.30923181772232056,1.2393081188201904,0.6907681822776794,0.8039680123329163,0.6314802765846252,0.19603198766708374,0.09836471080780029,0.7196176648139954
512,transformer.h.3.mlp.c_proj.weight,393216,0.1298815757036209,0.9915497899055481,0.7564940452575684,0.6672221422195435,0.8583202362060547,0.5325056314468384,0.7876909375190735,0.6314852833747864,0.5850510597229004,0.9155570864677429,0.9753285050392151,0.22196295857429504,0.6476098299026489,0.843587338924408,0.3523901700973511,0.8985391855239868,0.4509661793708801,0.10146081447601318,0.024671494960784912,0.4149489402770996
512,transformer.h.3.mlp.w1.weight,393216,0.11840684711933136,0.9929904937744141,0.7328338623046875,0.6922174096107483,0.8236369490623474,0.5859701037406921,0.7611733675003052,0.6625232100486755,0.5398175716400146,0.9583375453948975,0.9744566679000854,0.22590526938438416,0.6150450110435486,0.87530118227005,0.3849549889564514,0.8741986751556396,0.5010389089584351,0.12580132484436035,0.02554333209991455,0.46018242835998535
512,transformer.h.3.mlp.w2.weight,393216,0.11872027814388275,0.9929508566856384,0.737375020980835,0.6876043081283569,0.8269689679145813,0.5787865519523621,0.7654585838317871,0.6573816537857056,0.5367108583450317,0.9595134854316711,0.973882257938385,0.2284586876630783,0.6096612215042114,0.8805279731750488,0.3903387784957886,0.8726199269294739,0.5042259097099304,0.12738007307052612,0.02611774206161499,0.46328914165496826
512,transformer.h.4.attn.c_attn.weight,442368,0.07624663412570953,0.9970923662185669,0.6384626626968384,0.8099948167800903,0.7567376494407654,0.7075996398925781,0.662688136100769,0.7936117053031921,0.2507857084274292,1.28134024143219,0.9103730916976929,0.42388901114463806,0.29742082953453064,1.2427810430526733,0.7025791704654694,0.7870875597000122,0.6604517698287964,0.2129124402999878,0.08962690830230713,0.7492142915725708
512,transformer.h.4.attn.c_proj.weight,147456,0.08379531651735306,0.9964885115623474,0.7745561599731445,0.6702345013618469,0.8699997067451477,0.5214160084724426,0.804305374622345,0.6308354139328003,0.2903454005718231,1.2548959255218506,0.8991681337356567,0.4493832588195801,0.3187936246395111,1.2311222553253174,0.6812063753604889,0.8194382786750793,0.6050319671630859,0.18056172132492065,0.10083186626434326,0.7096545994281769
512,transformer.h.4.mlp.c_proj.weight,393216,0.11213722825050354,0.9937167167663574,0.8022581934928894,0.6060330271720886,0.8885462284088135,0.46942970156669617,0.8323301672935486,0.5644509196281433,0.6022541522979736,0.8898709416389465,0.9752885699272156,0.22217093408107758,0.6598224639892578,0.8236772418022156,0.3401775360107422,0.9053738117218018,0.43522655963897705,0.09462618827819824,0.024711430072784424,0.39774584770202637
512,transformer.h.4.mlp.w1.weight,393216,0.1068454459309578,0.9942912459373474,0.7720640301704407,0.6472640633583069,0.8505589962005615,0.5358429551124573,0.8009955286979675,0.6106765270233154,0.5304420590400696,0.9557074904441833,0.971146821975708,0.24023689329624176,0.6002303957939148,0.8821266889572144,0.3997696042060852,0.8699098229408264,0.5081955790519714,0.13009017705917358,0.028853178024291992,0.4695579409599304
512,transformer.h.4.mlp.w2.weight,393216,0.1102321520447731,0.9939309358596802,0.7759976983070374,0.63765549659729,0.8480157852172852,0.543918788433075,0.8032422065734863,0.6037443280220032,0.5249736309051514,0.9607235193252563,0.9706145524978638,0.2424074113368988,0.5944622755050659,0.8875578045845032,0.4055377244949341,0.8674117922782898,0.5128016471862793,0.1325882077217102,0.02938544750213623,0.47502636909484863
512,transformer.h.5.attn.c_attn.weight,442368,0.0792795792222023,0.9968582987785339,0.7056463360786438,0.7407057285308838,0.8186746835708618,0.5907856822013855,0.7381845116615295,0.7038572430610657,0.2590600550174713,1.285370111465454,0.9022872447967529,0.4424300491809845,0.29544976353645325,1.253726840019226,0.7045502364635468,0.8016902804374695,0.6397364735603333,0.19830971956253052,0.09771275520324707,0.7409399449825287
512,transformer.h.5.attn.c_proj.weight,147456,0.07986263185739517,0.996810793876648,0.8129767775535583,0.606902003288269,0.9030495882034302,0.4440777003765106,0.8388668894767761,0.5716019868850708,0.3062971532344818,1.2510151863098145,0.8990657925605774,0.4494173228740692,0.3248908519744873,1.2332046031951904,0.6751091480255127,0.8411086797714233,0.5681160688400269,0.15889132022857666,0.10093420743942261,0.6937028467655182
512,transformer.h.5.mlp.c_proj.weight,393216,0.10471811890602112,0.9945173859596252,0.8226699829101562,0.5721105337142944,0.8984309434890747,0.44280293583869934,0.8498098850250244,0.5307759046554565,0.624858558177948,0.8625698089599609,0.9751511216163635,0.22283895313739777,0.675072968006134,0.8017401695251465,0.32492703199386597,0.9167248010635376,0.40776199102401733,0.0832751989364624,0.024848878383636475,0.375141441822052
