update,method,alpha,parameter_name,numel,persistence_rel_l2,error_buffer_prev_rel_l2,recurrence_relative_error,momentum_cosine,momentum_relative_l2,gradient_cosine,gradient_relative_l2,direction_cosine,direction_relative_l2,k5_cosine,k5_relative_l2,state_only_k5_cosine,state_only_k5_relative_l2,gradient_only_k5_cosine,gradient_only_k5_relative_l2,local_previous_persistence_k5_cosine,local_previous_persistence_k5_relative_l2
8,alpha1,1.0,transformer.h.1.mlp.c_proj.weight,393216,0.0547400526702404,0.06261999905109406,1.320025777573619e-08,1.0,1.7891879622311535e-07,1.0,2.6266232566740655e-07,1.0,1.7459359469285118e-07,1.0,1.6390882819905528e-06,1.0,1.4790895193073084e-06,1.0,1.1922485327886534e-06,0.9349048733711243,0.36051201820373535
8,alpha0,0.0,transformer.h.1.mlp.w1.weight,393216,0.0571151003241539,0.06964167207479477,0.0,0.991672158241272,0.12933556735515594,1.0,0.002553631318733096,0.9943013787269592,0.10708913952112198,0.8185849189758301,0.5957086086273193,0.8185731172561646,0.595729649066925,1.0,0.002765660174190998,1.0,0.0
8,alpha05,0.5,transformer.h.1.mlp.w1.weight,393216,0.06306783109903336,0.07692497968673706,9.465578543199626e-09,0.9970178604125977,0.07795794308185577,1.0,0.0013934301678091288,0.997955322265625,0.06454828381538391,0.9252683520317078,0.3858185112476349,0.9252614378929138,0.38583287596702576,1.0,0.0015365942381322384,0.9855319857597351,0.1696382313966751
8,alpha1,1.0,transformer.h.1.mlp.w1.weight,393216,0.08665836602449417,0.09778483957052231,1.4724213848182899e-08,1.0,1.7842923227817664e-07,1.0,2.5903202072186104e-07,1.0,1.7290811626935465e-07,1.0,1.4276133697421756e-06,1.0,1.3515899581761914e-06,1.0,1.1851517456307192e-06,0.9125291705131531,0.41607072949409485
8,alpha0,0.0,transformer.h.1.mlp.w2.weight,393216,0.05243605002760887,0.06410811841487885,0.0,0.992608904838562,0.12179846316576004,1.0,0.002416062168776989,0.9949268102645874,0.10098648071289062,0.8159304261207581,0.6009040474891663,0.8159165978431702,0.6009268164634705,1.0,0.0027423633728176355,1.0,0.0
8,alpha05,0.5,transformer.h.1.mlp.w2.weight,393216,0.05903850868344307,0.07112333178520203,9.771270903513596e-09,0.9973404407501221,0.07352937012910843,1.0,0.0013124009128659964,0.9981706738471985,0.060965657234191895,0.923851728439331,0.389797568321228,0.923852801322937,0.38979899883270264,1.0,0.0015298968646675348,0.9860755801200867,0.16647903621196747
8,alpha1,1.0,transformer.h.1.mlp.w2.weight,393216,0.08200248330831528,0.09255071729421616,1.4361791755845843e-08,1.0,1.69931482218999e-07,1.0,2.456729077948694e-07,1.0,1.6459532048429537e-07,1.0,1.418799911334645e-06,1.0,1.315002464252757e-06,1.0,1.1260717656114139e-06,0.9111156463623047,0.41978591680526733
8,alpha0,0.0,transformer.h.2.attn.c_attn.weight,442368,0.030517809092998505,0.034444913268089294,0.0,0.9980392456054688,0.06262385100126266,0.9999980926513672,0.002820971654728055,0.9985644221305847,0.05359945446252823,0.6710137724876404,0.9253998398780823,0.671007513999939,0.9254076480865479,0.9999890327453613,0.0050329468213021755,1.0,0.0
8,alpha05,0.5,transformer.h.2.attn.c_attn.weight,442368,0.03228412941098213,0.036339838057756424,9.180960880428302e-09,0.9993898272514343,0.03509210795164108,0.9999996423721313,0.0015695401234552264,0.9995530247688293,0.030036145821213722,0.8491592407226562,0.5836281776428223,0.8491480350494385,0.5836490392684937,0.9999967217445374,0.002819189801812172,0.9740629196166992,0.23870070278644562
8,alpha1,1.0,transformer.h.2.attn.c_attn.weight,442368,0.037670236080884933,0.04134858772158623,1.3063934822810097e-08,1.0,1.4477116394573386e-07,1.0,2.2218773665372282e-07,1.0,1.41480782644976e-07,1.0,2.993998805322917e-06,1.0,2.742222704910091e-06,1.0,2.0774837139470037e-06,0.8319716453552246,0.6245819330215454
8,alpha0,0.0,transformer.h.2.attn.c_proj.weight,147456,0.03131886571645737,0.0350273959338665,0.0,0.9980277419090271,0.06289687752723694,0.999998152256012,0.0024000494740903378,0.9985517859458923,0.05389844626188278,0.6615948677062988,0.9473704695701599,0.6615883708000183,0.9473689794540405,0.9999924898147583,0.004142070189118385,1.0,0.0
8,alpha05,0.5,transformer.h.2.attn.c_proj.weight,147456,0.03238416090607643,0.036315739154815674,9.272314471786558e-09,0.9993932247161865,0.03494200110435486,1.0,0.001298026298172772,0.999553918838501,0.029942646622657776,0.844591498374939,0.5954011678695679,0.8445849418640137,0.5954123139381409,0.9999985694885254,0.002301368862390518,0.9732264280319214,0.24316953122615814
8,alpha1,1.0,transformer.h.2.attn.c_proj.weight,147456,0.037938520312309265,0.04131060838699341,1.299189644754506e-08,1.0,1.454856715099595e-07,1.0,2.1879580458517012e-07,1.0,1.4168894324484427e-07,1.0,3.052620741073042e-06,1.0,2.804328914862708e-06,1.0,2.0826187210332137e-06,0.8265188932418823,0.6370214223861694
8,alpha0,0.0,transformer.h.2.mlp.c_proj.weight,393216,0.03839649260044098,0.04627206549048424,0.0,0.9960044026374817,0.08949805796146393,1.0,0.002777842106297612,0.9972037672996521,0.07492157816886902,0.8336506485939026,0.5758202075958252,0.8336532711982727,0.575818657875061,0.9999983310699463,0.003575962968170643,1.0,0.0
8,alpha05,0.5,transformer.h.2.mlp.c_proj.weight,393216,0.0414251908659935,0.04978768154978752,9.13490794118843e-09,0.9986528754234314,0.05221860110759735,1.0,0.0015160146867856383,0.9990578889846802,0.043713394552469254,0.939690113067627,0.34794294834136963,0.9396916627883911,0.34794315695762634,1.0,0.001958356937393546,0.9884923100471497,0.15157945454120636
8,alpha1,1.0,transformer.h.2.mlp.c_proj.weight,393216,0.05332164466381073,0.06094960868358612,1.2965376328111233e-08,1.0,1.8415201452626206e-07,1.0,2.588670895420364e-07,1.0,1.7820060804751847e-07,1.0,1.628243239792937e-06,1.0,1.4903723695169901e-06,1.0,1.1786804634539294e-06,0.9367443919181824,0.35550129413604736
8,alpha0,0.0,transformer.h.2.mlp.w1.weight,393216,0.05481632426381111,0.0669255405664444,0.0,0.9922944903373718,0.12440696358680725,1.0,0.002898141276091337,0.9946689605712891,0.10355155915021896,0.7848929166793823,0.6486069560050964,0.7848833203315735,0.6486257910728455,1.0,0.003245556028559804,1.0,0.0
8,alpha05,0.5,transformer.h.2.mlp.w1.weight,393216,0.06084878742694855,0.07319249957799911,9.938170286716286e-09,0.9972952604293823,0.07422398030757904,1.0,0.001582773053087294,0.9981245994567871,0.06178116425871849,0.9103647470474243,0.4226904511451721,0.9103627800941467,0.42269256711006165,1.0,0.0017886654241010547,0.9828068017959595,0.18490956723690033
8,alpha1,1.0,transformer.h.2.mlp.w1.weight,393216,0.08195878565311432,0.09211213141679764,1.4072714549229204e-08,1.0,1.9012351515357295e-07,1.0,2.677101065273746e-07,1.0,1.8300011106475722e-07,1.0,1.5695529782533413e-06,1.0,1.4452043615165167e-06,1.0,1.2013067589577986e-06,0.895155668258667,0.45580345392227173
8,alpha0,0.0,transformer.h.2.mlp.w2.weight,393216,0.05393818020820618,0.06679260730743408,0.0,0.9923813343048096,0.12357758730649948,1.0,0.002920418046414852,0.9946749806404114,0.10337045043706894,0.7781409621238708,0.6591379046440125,0.7781375646591187,0.6591482758522034,1.0,0.003206114284694195,1.0,0.0
8,alpha05,0.5,transformer.h.2.mlp.w2.weight,393216,0.05995209142565727,0.07239160686731339,9.603812856084915e-09,0.9973341822624207,0.07355023920536041,1.0,0.0015946348430588841,0.9981335401535034,0.061523500829935074,0.9081641435623169,0.4281744956970215,0.9081617593765259,0.42818042635917664,1.0,0.0017853396711871028,0.9823033213615417,0.18759918212890625
8,alpha1,1.0,transformer.h.2.mlp.w2.weight,393216,0.08116134256124496,0.09090778976678848,1.41352787252913e-08,1.0,1.873572870181306e-07,1.0,2.6689801302381966e-07,1.0,1.8125368228538719e-07,1.0,1.5738967249490088e-06,1.0,1.4506257457469474e-06,1.0,1.1975185998380766e-06,0.8926400542259216,0.46150487661361694
8,alpha0,0.0,transformer.h.3.attn.c_attn.weight,442368,0.029616784304380417,0.0339537039399147,0.0,0.9981634020805359,0.060719989240169525,0.9999969601631165,0.0028460416942834854,0.9986586570739746,0.051907915621995926,0.6706055998802185,0.9316025972366333,0.6706090569496155,0.9315840601921082,0.9999886751174927,0.005029045045375824,1.0,0.0
8,alpha05,0.5,transformer.h.3.attn.c_attn.weight,442368,0.031324539333581924,0.035654254257678986,8.796702921642918e-09,0.9994334578514099,0.0338292196393013,1.0,0.0015610563568770885,0.9995852112770081,0.028919344767928123,0.8500040173530579,0.5837419629096985,0.8500065207481384,0.5837411284446716,0.9999968409538269,0.002823673887178302,0.9738135933876038,0.2407669872045517
8,alpha1,1.0,transformer.h.3.attn.c_attn.weight,442368,0.03644346818327904,0.04025636985898018,1.3303288248778244e-08,1.0,1.4556103167251422e-07,1.0,2.1583809939329512e-07,1.0,1.4178466756220587e-07,1.0,3.1756737826071912e-06,1.0,2.9983916647324804e-06,1.0,2.077188810289954e-06,0.8325216770172119,0.6248037219047546
8,alpha0,0.0,transformer.h.3.attn.c_proj.weight,147456,0.03005092591047287,0.03460008278489113,0.0,0.9980645775794983,0.062241870909929276,0.9999991059303284,0.0025295100640505552,0.9985833764076233,0.053268931806087494,0.6648067235946655,0.9452513456344604,0.6647997498512268,0.9452632665634155,0.999992847442627,0.004144999198615551,1.0,0.0
8,alpha05,0.5,transformer.h.3.attn.c_proj.weight,147456,0.03196483477950096,0.036136578768491745,9.38429334240709e-09,0.9993969202041626,0.034877825528383255,1.0,0.0013206255389377475,0.9995586276054382,0.02984754554927349,0.843887209892273,0.5977840423583984,0.8438830375671387,0.597794771194458,0.9999977946281433,0.0022670957259833813,0.9732592105865479,0.2432427555322647
8,alpha1,1.0,transformer.h.3.attn.c_proj.weight,147456,0.03742638975381851,0.04108736664056778,1.3642306839756202e-08,1.0,1.4685492999433336e-07,1.0,2.1043219078364928e-07,1.0,1.4144301019314298e-07,1.0,3.169471710862126e-06,1.0,2.9046766485407716e-06,1.0,2.1701866899093147e-06,0.8255854249000549,0.6401423811912537
8,alpha0,0.0,transformer.h.3.mlp.c_proj.weight,393216,0.0386626236140728,0.047105010598897934,0.0,0.9958754181861877,0.09084120392799377,1.0,0.002910700859501958,0.9971416592597961,0.07568437606096268,0.8349367380142212,0.5737618207931519,0.8349295258522034,0.5737753510475159,0.9999982714653015,0.0035706846974790096,1.0,0.0
8,alpha05,0.5,transformer.h.3.mlp.c_proj.weight,393216,0.04181387647986412,0.050527095794677734,9.07401176419853e-09,0.9986140727996826,0.05287172272801399,1.0,0.0016074148006737232,0.999040424823761,0.04404955357313156,0.940162718296051,0.34655502438545227,0.9401616454124451,0.3465619683265686,1.0,0.0019588961731642485,0.9886526465415955,0.15052877366542816
8,alpha1,1.0,transformer.h.3.mlp.c_proj.weight,393216,0.053521107882261276,0.06154656410217285,1.3156413736226114e-08,1.0,1.9651568550216325e-07,1.0,2.6399675334687345e-07,1.0,1.8910320420673088e-07,1.0,1.66157894909702e-06,1.0,1.5127045571716735e-06,1.0,1.255687493539881e-06,0.9381795525550842,0.35134798288345337
8,alpha0,0.0,transformer.h.3.mlp.w1.weight,393216,0.053696952760219574,0.06519249826669693,0.0,0.993003785610199,0.11850874871015549,1.0,0.002860588952898979,0.9952821135520935,0.09742000699043274,0.7633719444274902,0.6824223399162292,0.7633581757545471,0.682445228099823,0.9999997019767761,0.0035123119596391916,1.0,0.0
8,alpha05,0.5,transformer.h.3.mlp.w1.weight,393216,0.05894322320818901,0.07075180858373642,9.552447721716817e-09,0.9975608587265015,0.07040497660636902,1.0,0.0015398880932480097,0.9983531832695007,0.05787578597664833,0.9016448259353638,0.44356831908226013,0.9016391038894653,0.44357821345329285,1.0,0.001927421079017222,0.981184184551239,0.1935274451971054
8,alpha1,1.0,transformer.h.3.mlp.w1.weight,393216,0.07730582356452942,0.08843415975570679,1.3908366014447893e-08,1.0,1.9550469687601435e-07,1.0,2.5773798029149475e-07,1.0,1.8665784295990306e-07,1.0,1.6810780607556808e-06,1.0,1.5228581560222665e-06,1.0,1.2402368838593247e-06,0.8856014609336853,0.47726544737815857
8,alpha0,0.0,transformer.h.3.mlp.w2.weight,393216,0.05160317197442055,0.06231525540351868,0.0,0.9933242797851562,0.11583845317363739,1.0,0.0028752342332154512,0.9954116940498352,0.09613563865423203,0.7611386775970459,0.686882734298706,0.7611280083656311,0.6869035959243774,0.9999991655349731,0.0034414927940815687,1.0,0.0
8,alpha05,0.5,transformer.h.3.mlp.w2.weight,393216,0.056999001652002335,0.06812306493520737,9.511379239768303e-09,0.9976544380187988,0.06913965195417404,1.0,0.0015570524847134948,0.9983859062194824,0.05737829580903053,0.8993728160858154,0.4492587149143219,0.8993696570396423,0.44926729798316956,1.0,0.0018941976595669985,0.9811919927597046,0.19355395436286926
8,alpha1,1.0,transformer.h.3.mlp.w2.weight,393216,0.07603636384010315,0.08578504621982574,1.4100836942532169e-08,1.0,1.8760944442419714e-07,1.0,2.5660435198915366e-07,1.0,1.7949123787275312e-07,1.0,1.711298182272003e-06,1.0,1.581662445460097e-06,1.0,1.2317648270254722e-06,0.8831512331962585,0.4827897846698761
8,alpha0,0.0,transformer.h.4.attn.c_attn.weight,442368,0.026939943432807922,0.030738143250346184,0.0,0.9984126687049866,0.056349705904722214,0.9999977946281433,0.0028710714541375637,0.9988200664520264,0.04860752820968628,0.6805869340896606,0.9143992066383362,0.6805830597877502,0.9143896102905273,0.9999909400939941,0.0048964666202664375,1.0,0.0
8,alpha05,0.5,transformer.h.4.attn.c_attn.weight,442368,0.028505025431513786,0.03228555619716644,9.448602789063898e-09,0.9995049238204956,0.031536657363176346,1.0,0.00152894901111722,0.9996324181556702,0.027202481403946877,0.8573434948921204,0.5668227672576904,0.857352077960968,0.5667997598648071,0.9999980926513672,0.0027325975243002176,0.9753857254981995,0.23333820700645447
8,alpha1,1.0,transformer.h.4.attn.c_attn.weight,442368,0.033823996782302856,0.03704771026968956,1.3529867892714265e-08,1.0,1.4345447141295153e-07,1.0,2.092196780267841e-07,1.0,1.3871240867047163e-07,1.0,3.2069458484329516e-06,1.0,2.99886073662492e-06,1.0,2.3682675873715198e-06,0.8412150144577026,0.6064939498901367
8,alpha0,0.0,transformer.h.4.attn.c_proj.weight,147456,0.02896268479526043,0.03242882341146469,0.0,0.9982442855834961,0.05930760130286217,0.9999985694885254,0.002528202487155795,0.9987031817436218,0.051000792533159256,0.6687753796577454,0.9388120174407959,0.6687874794006348,0.9387746453285217,0.9999940395355225,0.004150217864662409,1.0,0.0
8,alpha05,0.5,transformer.h.4.attn.c_proj.weight,147456,0.030824357643723488,0.03417970985174179,9.598294603563318e-09,0.9994549751281738,0.03311847150325775,1.0,0.0013305668253451586,0.9995976686477661,0.02847841940820217,0.8490344285964966,0.5861086249351501,0.8490315675735474,0.5861101150512695,0.9999988079071045,0.0022424079943448305,0.9740878343582153,0.23956094682216644
8,alpha1,1.0,transformer.h.4.attn.c_proj.weight,147456,0.034978922456502914,0.03888406231999397,1.3436666890243032e-08,1.0,1.4404368187115324e-07,1.0,2.096021063380249e-07,1.0,1.3942903365204984e-07,1.0,3.2086900318972766e-06,1.0,2.9372210974543123e-06,1.0,2.177318492613267e-06,0.8324136137962341,0.6259322166442871
8,alpha0,0.0,transformer.h.4.mlp.c_proj.weight,393216,0.03685852512717247,0.04363108053803444,0.0,0.996593177318573,0.08270123600959778,1.0,0.002921672072261572,0.9976455569267273,0.06882994621992111,0.8416628837585449,0.5633425116539001,0.8416679501533508,0.5633381605148315,0.9999987483024597,0.003509092377498746,1.0,0.0
8,alpha05,0.5,transformer.h.4.mlp.c_proj.weight,393216,0.03951641544699669,0.04652790352702141,9.444504733835402e-09,0.9988638162612915,0.047938086092472076,1.0,0.0015657576732337475,0.9992173910140991,0.039896029978990555,0.9433053731918335,0.3376648724079132,0.9433042407035828,0.33766719698905945,1.0,0.0019060453632846475,0.9891036748886108,0.1476140171289444
8,alpha1,1.0,transformer.h.4.mlp.c_proj.weight,393216,0.04825087636709213,0.055794890969991684,1.2664296278330767e-08,1.0,1.9329320366523461e-07,1.0,2.6618150172907917e-07,1.0,1.8632147202879423e-07,1.0,1.7025308807205874e-06,1.0,1.545017539683613e-06,1.0,1.2544111314127804e-06,0.9412773251533508,0.34288689494132996
8,alpha0,0.0,transformer.h.4.mlp.w1.weight,393216,0.05408625304698944,0.06492041796445847,0.0,0.9924707412719727,0.12279370427131653,1.0,0.003170100273564458,0.9947718381881714,0.10240434110164642,0.744905412197113,0.7077093720436096,0.7448969483375549,0.7077271342277527,0.9999969005584717,0.003685317700728774,1.0,0.0
8,alpha05,0.5,transformer.h.4.mlp.w1.weight,393216,0.05981944873929024,0.07108237594366074,9.624134378327653e-09,0.9973596334457397,0.07322834432125092,1.0,0.0017030740855261683,0.9981630444526672,0.061068352311849594,0.8901618719100952,0.4686988294124603,0.8901576399803162,0.46870455145835876,1.0,0.002014502417296171,0.9799895286560059,0.19950439035892487
8,alpha1,1.0,transformer.h.4.mlp.w1.weight,393216,0.07995035499334335,0.08968082815408707,1.4540297854637174e-08,1.0,2.0381926901791303e-07,1.0,2.814292656694306e-07,1.0,1.965823912541964e-07,1.0,1.7834380514614168e-06,1.0,1.5953621641529026e-06,1.0,1.3721343066208647e-06,0.873859703540802,0.5010920763015747
8,alpha0,0.0,transformer.h.4.mlp.w2.weight,393216,0.05321046710014343,0.06418949365615845,0.0,0.9928100109100342,0.12015414983034134,1.0,0.0030794376507401466,0.9950169324874878,0.10009528696537018,0.7406659126281738,0.7157262563705444,0.7406591176986694,0.7157478332519531,0.999998927116394,0.0036215295549482107,1.0,0.0
8,alpha05,0.5,transformer.h.4.mlp.w2.weight,393216,0.05886935070157051,0.07017804682254791,9.948906587453621e-09,0.9974881410598755,0.07147296518087387,1.0,0.001654074527323246,0.998259425163269,0.05953814461827278,0.8881176710128784,0.4738614559173584,0.8881153464317322,0.4738685190677643,1.0,0.0019770292565226555,0.9794892072677612,0.20208877325057983
8,alpha1,1.0,transformer.h.4.mlp.w2.weight,393216,0.07865757495164871,0.08820857852697372,1.4516403190611982e-08,1.0,1.9845033705223614e-07,1.0,2.699578374176781e-07,1.0,1.9076419732755312e-07,1.0,1.7512289787191548e-06,1.0,1.5932323549350258e-06,1.0,1.3361117225940689e-06,0.8702676296234131,0.5089914202690125
8,alpha0,0.0,transformer.h.5.attn.c_attn.weight,442368,0.025666436180472374,0.028775162994861603,0.0,0.998615562915802,0.05270862951874733,0.9999973773956299,0.0028086178936064243,0.9989821314811707,0.04520021378993988,0.6942547559738159,0.8907577991485596,0.694265604019165,0.8907124996185303,0.9999894499778748,0.004640033934265375,1.0,0.0
8,alpha05,0.5,transformer.h.5.attn.c_attn.weight,442368,0.02713729813694954,0.030102238059043884,8.803411333246913e-09,0.9995701909065247,0.029411856085062027,1.0,0.0014815105823799968,0.9996843934059143,0.025221074000000954,0.8679654598236084,0.542339026927948,0.8679723143577576,0.5423192381858826,0.9999967813491821,0.0025618034414947033,0.9767798185348511,0.2260768562555313
8,alpha1,1.0,transformer.h.5.attn.c_attn.weight,442368,0.03127351775765419,0.03428192436695099,1.2951102412728233e-08,1.0,1.4245820523228758e-07,1.0,2.090331037152282e-07,1.0,1.383162100410118e-07,1.0,3.312804665256408e-06,1.0,3.106422127530095e-06,1.0,2.460191353748087e-06,0.8548178672790527,0.5761793851852417
8,alpha0,0.0,transformer.h.5.attn.c_proj.weight,147456,0.024494217708706856,0.027035558596253395,0.0,0.9987181425094604,0.05067652463912964,0.9999990463256836,0.0025222119875252247,0.9990367293357849,0.043924566358327866,0.6969470977783203,0.8886105418205261,0.6969500780105591,0.8885851502418518,0.9999934434890747,0.003982697147876024,1.0,0.0
8,alpha05,0.5,transformer.h.5.attn.c_proj.weight,147456,0.02614264003932476,0.028351368382573128,9.147937518605431e-09,0.9995980262756348,0.02841928042471409,1.0,0.0013060541823506355,0.9996986985206604,0.024629805237054825,0.8701053261756897,0.5388547778129578,0.8701028823852539,0.5388546586036682,0.9999982118606567,0.0021239961497485638,0.9775230884552002,0.22251659631729126
8,alpha1,1.0,transformer.h.5.attn.c_proj.weight,147456,0.02975366823375225,0.03257746994495392,1.280968486838674e-08,1.0,1.368831590298214e-07,1.0,2.0381860110774142e-07,1.0,1.3279137078825443e-07,1.0,3.2742409530328587e-06,1.0,3.0318565222842153e-06,1.0,2.203782969445456e-06,0.8569071292877197,0.5722107291221619
8,alpha0,0.0,transformer.h.5.mlp.c_proj.weight,393216,0.03423741087317467,0.041192732751369476,0.0,0.9967350363731384,0.08090759068727493,1.0,0.0030648738611489534,0.9977298974990845,0.06751123815774918,0.845619261264801,0.5565945506095886,0.8456190824508667,0.5565981268882751,0.9999994039535522,0.003455322002992034,1.0,0.0
8,alpha05,0.5,transformer.h.5.mlp.c_proj.weight,393216,0.03680790588259697,0.04421007260680199,9.28652443832334e-09,0.9989064335823059,0.047120969742536545,1.0,0.0016501584323123097,0.9992401599884033,0.03931844234466553,0.9451808333396912,0.3319375514984131,0.9451814889907837,0.3319343030452728,1.0,0.0018665398238226771,0.989854633808136,0.14246192574501038
8,alpha1,1.0,transformer.h.5.mlp.c_proj.weight,393216,0.046841852366924286,0.054115816950798035,1.2929858073107425e-08,1.0,2.0091559349566523e-07,1.0,2.6899775207311905e-07,1.0,1.9325011635373812e-07,1.0,1.7424752059014281e-06,1.0,1.6154050399563857e-06,1.0,1.224161223944975e-06,0.9443097710609436,0.333935409784317
8,alpha0,0.0,transformer.h.5.mlp.w1.weight,393216,0.051553044468164444,0.06397636979818344,0.0,0.9929561614990234,0.11879393458366394,1.0,0.003186644520610571,0.9951263070106506,0.09888258576393127,0.7366843819618225,0.7202361226081848,0.7366741895675659,0.7202566266059875,0.9999983310699463,0.0038535036146640778,1.0,0.0
8,alpha05,0.5,transformer.h.5.mlp.w1.weight,393216,0.057128194719552994,0.06991972029209137,9.703208903033556e-09,0.9975879192352295,0.06993158161640167,1.0,0.0017279210733249784,0.9983295202255249,0.05820770561695099,0.8870311975479126,0.47606781125068665,0.8870318531990051,0.47606903314590454,1.0,0.0020843720994889736,0.9788536429405212,0.20521578192710876
8,alpha1,1.0,transformer.h.5.mlp.w1.weight,393216,0.07589532434940338,0.08581647276878357,1.4326303698908305e-08,1.0,2.0482568174884364e-07,1.0,2.7145131298311753e-07,1.0,1.9565013076316973e-07,1.0,1.8292996628588298e-06,1.0,1.658306587160041e-06,1.0,1.3015117019676836e-06,0.8704261779785156,0.5087181925773621
8,alpha0,0.0,transformer.h.5.mlp.w2.weight,393216,0.05187486484646797,0.06369097530841827,0.0,0.9927260279655457,0.12074257433414459,1.0,0.0032261433079838753,0.9949208498001099,0.10096053034067154,0.7310816645622253,0.7287743091583252,0.73106849193573,0.7288029193878174,0.9999963641166687,0.0037866795901209116,1.0,0.0
8,alpha05,0.5,transformer.h.5.mlp.w2.weight,393216,0.0577336922287941,0.0693969875574112,9.629631314567177e-09,0.9974691867828369,0.071670301258564,1.0,0.0017186061013489962,0.9982306361198425,0.05992669239640236,0.8838636875152588,0.4830266833305359,0.8838599920272827,0.4830375015735626,1.0,0.0020472118631005287,0.9789686799049377,0.20464780926704407
8,alpha1,1.0,transformer.h.5.mlp.w2.weight,393216,0.07745801657438278,0.08677320927381516,1.3993276759549644e-08,1.0,2.0153976265646634e-07,1.0,2.7214338160774787e-07,1.0,1.9354223468326381e-07,1.0,1.807762373573496e-06,1.0,1.652574951549468e-06,1.0,1.303424028264999e-06,0.8662971258163452,0.5170567035675049
32,alpha0,0.0,transformer.h.0.attn.c_attn.weight,442368,0.031315725296735764,0.03038288652896881,0.0,0.9924110174179077,0.12321840971708298,0.9950416684150696,0.10197988152503967,0.9923652410507202,0.12355044484138489,0.5698556303977966,0.978976845741272,0.5704327821731567,0.9783744215965271,0.9966119527816772,0.08234307914972305,1.0,0.0
32,alpha05,0.5,transformer.h.0.attn.c_attn.weight,442368,0.03416454419493675,0.03309722617268562,1.012131978228581e-08,0.9970622062683105,0.07667271792888641,0.9981610774993896,0.06094854697585106,0.9970400333404541,0.07696782797574997,0.7505329251289368,0.737216591835022,0.7510319352149963,0.7364579439163208,0.9986056685447693,0.052842434495687485,0.9826139807701111,0.1874743103981018
32,alpha1,1.0,transformer.h.0.attn.c_attn.weight,442368,0.044180043041706085,0.04340685158967972,1.4297593331491498e-08,1.0,3.643244497197884e-07,1.0,5.055505880591227e-07,1.0,3.8276812119875103e-07,1.0,3.902909156749956e-06,1.0,3.7955746847728733e-06,1.0,1.7268664578296011e-06,0.8565605282783508,0.5534783005714417
32,alpha0,0.0,transformer.h.0.attn.c_proj.weight,147456,0.030249860137701035,0.029214929789304733,0.0,0.9927931427955627,0.12057234346866608,0.996229350566864,0.08916295319795609,0.9928699135780334,0.11991236358880997,0.54640793800354,1.0301657915115356,0.5463656783103943,1.0301380157470703,0.9981512427330017,0.06083738058805466,1.0,0.0
32,alpha05,0.5,transformer.h.0.attn.c_proj.weight,147456,0.0331338569521904,0.03208737075328827,1.02053441253247e-08,0.9972093105316162,0.07471062242984772,0.9986423254013062,0.05270617455244064,0.9972391724586487,0.07429823279380798,0.7271935343742371,0.7860183715820312,0.7272699475288391,0.7859967947006226,0.9993025064468384,0.03739723563194275,0.9822673797607422,0.18989980220794678
32,alpha1,1.0,transformer.h.0.attn.c_proj.weight,147456,0.0431053601205349,0.042783237993717194,1.3946717558610544e-08,1.0,3.541494493219943e-07,1.0,5.108124128128111e-07,1.0,3.7337122194003314e-07,1.0,4.2645929170248564e-06,1.0,4.1328494262415916e-06,1.0,1.8719655372478883e-06,0.8388946652412415,0.593499481678009
32,alpha0,0.0,transformer.h.0.mlp.c_proj.weight,393216,0.03295260667800903,0.03335827961564064,0.0,0.9921261072158813,0.1253308206796646,0.9965030550956726,0.08403030037879944,0.9926554560661316,0.12106897681951523,0.663023829460144,0.8250513672828674,0.663550078868866,0.8244052529335022,0.9984840750694275,0.05515776202082634,1.0,0.0
32,alpha05,0.5,transformer.h.0.mlp.c_proj.weight,393216,0.03686651587486267,0.03731435164809227,9.616055507422061e-09,0.9967004060745239,0.08144520223140717,0.9987193942070007,0.050887007266283035,0.9969385266304016,0.07845690101385117,0.8286218643188477,0.5900551676750183,0.8291260600090027,0.5892094373703003,0.9993973970413208,0.03489644080400467,0.986620306968689,0.16364482045173645
32,alpha1,1.0,transformer.h.0.mlp.c_proj.weight,393216,0.05562294274568558,0.055343735963106155,1.4303056516951074e-08,1.0,3.383705404758075e-07,1.0,5.270669589663157e-07,1.0,3.5284952559777594e-07,1.0,2.552258820287534e-06,1.0,2.447654878778849e-06,1.0,1.3957906048744917e-06,0.8938838243484497,0.462698757648468
32,alpha0,0.0,transformer.h.0.mlp.w1.weight,393216,0.04797802492976189,0.04903079941868782,0.0,0.9685758948326111,0.24899181723594666,0.9962140917778015,0.08767485618591309,0.9721359014511108,0.23466068506240845,0.6562818288803101,0.8133395910263062,0.6562955975532532,0.8131775259971619,0.9991385340690613,0.04166729748249054,1.0,0.0
32,alpha05,0.5,transformer.h.0.mlp.w1.weight,393216,0.057107631117105484,0.05842764303088188,1.0518998116992861e-08,0.9840099811553955,0.17911569774150848,0.9984067678451538,0.056627776473760605,0.9858139753341675,0.16870997846126556,0.7754263877868652,0.6631070971488953,0.7755394577980042,0.6629363298416138,0.9996477365493774,0.02680264599621296,0.9892261624336243,0.14649957418441772
32,alpha1,1.0,transformer.h.0.mlp.w1.weight,393216,0.0947067067027092,0.09818495810031891,1.5772593897622755e-08,1.0,3.471861020898359e-07,1.0,5.438303105620435e-07,1.0,3.5915027751798334e-07,1.0,1.775123337210971e-06,1.0,1.713656160973187e-06,1.0,1.16887497370044e-06,0.8945043683052063,0.45573925971984863
